wallet,transaction_count,incoming_count,outgoing_count,total_incoming_btc,total_outgoing_btc,avg_transaction_amount,avg_time_gap_minutes,unique_counterparties,fan_in,fan_out,unique_ips,unique_asns,rapid_transfer_ratio,split_ratio,merge_ratio,max_amount_ratio,outgoing_small_amount_ratio,asn_change_ratio,max_transactions_in_5min,peeling_chain_consistency
bc1q890b1ffc655140e388a9b12e8c1716,48,12,36,0.44851681,3.9086478499999995,0.09077426374999999,2665.8908698450355,42,4,38,53,4,0.0,0.4444444444444444,0.0,11.369726438932933,0.027777777777777776,0.40425531914893614,1,0.3142857142857143
bc1qa1c572382a8b4a2ba69149913a7ffa,22,5,17,0.26519163,0.3196869299999999,0.026585389090909094,6111.25678555873,18,1,17,24,2,0.0,0.5294117647058824,0.0,4.554766803671939,0.0,0.38095238095238093,1,0.5625
bc1q04775a16ce4543e483fe8238dd44e6,34,17,17,0.90222779,1.74022627,0.07771923705882353,3587.726471792424,21,9,12,42,7,0.0,0.29411764705882354,0.11764705882352941,1.4530687444195176,0.058823529411764705,0.7272727272727273,1,0.625
1a506fcacc4a24806849d5b26cdbfdc,24,12,12,0.74692848,0.43547048,0.049266623333333336,5530.831066992029,19,9,10,31,4,0.0,0.4166666666666667,0.16666666666666666,4.1449270111395204,0.0,0.5217391304347826,1,0.36363636363636365
31b11072ae7d24e21b8cf385156103d,41,30,11,1.7752558000000003,0.59872579,0.05790199,3269.0479044345834,29,17,12,52,7,0.0,0.5454545454545454,0.16666666666666666,6.689321803158176,0.18181818181818182,0.85,1,0.2
119e61494c3b54c97aa60a1346fa144,16,6,10,1.49213706,0.09646603,0.09928769312499999,7443.680877847777,12,3,9,20,4,0.0,0.6,0.0,46.2084912330055,0.1,0.3333333333333333,1,0.4444444444444444
176a473ad428343578b3c87e39b315d,29,15,14,8.91157702,0.94253503,0.3397969672413793,4160.732670432738,20,6,14,35,4,0.0,0.5714285714285714,0.06666666666666667,51.10412987736507,0.0,0.7142857142857143,1,0.38461538461538464
bc1q97280e8ef8d546858ca549d4dc01ed,21,7,14,0.16339583000000002,4.27347158,0.21127940047619045,5998.886054788333,15,2,13,24,3,0.0,0.5,0.0,1.2965695769836405,0.0,0.5,1,0.3076923076923077
1ba8b5ef583c54ac1ac04b99f68f746,31,18,13,6.441039409999999,0.50397396,0.2240326893548387,4114.373659536667,24,7,17,37,5,0.0,0.7692307692307693,0.05555555555555555,25.630539956635193,0.0,0.6,1,0.5833333333333334
311d4490c3c6d496bb095e74b19055a,36,24,12,0.5285864899999999,0.99431268,0.042302754722222224,3647.3216479419048,18,10,8,42,3,0.0,0.25,0.125,1.5107605710608532,0.08333333333333333,0.4857142857142857,1,0.2727272727272727
3691f5c73ff944ec39caf762cc31039,24,10,14,0.54746277,1.2225699,0.07375136125,5029.204477961594,14,2,12,27,3,0.0,0.42857142857142855,0.0,1.3912213493721686,0.07142857142857142,0.5217391304347826,1,0.38461538461538464
bc1q0cf0778facc54e6184c99434a4c900,28,18,10,0.6891259099999999,0.6300264,0.0471125825,4913.984240429012,17,8,9,36,6,0.0,0.3,0.05555555555555555,1.3917207699569558,0.1,0.7037037037037037,1,0.4444444444444444
3ace162278038404680e6ad259df7fd,34,23,11,1.2853305900000005,0.3545358,0.04823136441176471,3847.7211355944446,18,9,9,41,7,0.0,0.5454545454545454,0.08695652173913043,8.295497522071175,0.0,0.7878787878787878,1,0.4
bc1qd15b173dc1ba4ae79eb354621fa71c,46,26,20,3.4056071400000008,0.36809099,0.08203691586956521,2807.2946650337035,35,15,20,57,6,0.0,0.7,0.11538461538461539,39.62629197709737,0.05,0.6888888888888889,1,0.47368421052631576
3e0e58d166bdd4922a4a18c5120b5da,22,7,15,0.23758563,0.44397476,0.030980017727272727,5642.840468653968,15,2,13,25,3,0.0,0.4,0.0,2.336191970722612,0.06666666666666667,0.38095238095238093,1,0.21428571428571427
bc1qae4d3ebf15014a2d9e23a81a994064,21,10,11,1.1369549399999999,0.9067974200000001,0.09732154095238095,6216.872656228333,17,4,13,26,4,0.0,0.6363636363636364,0.0,4.381635755349151,0.0,0.75,1,0.6
30364db98a7a3428bb17a5a5bbac8b1,45,27,18,6.506000279999999,3.8762292,0.23071621066666664,2973.1731084045455,26,8,18,54,6,0.0,0.3333333333333333,0.0,3.6157394750527057,0.05555555555555555,0.5681818181818182,1,0.5294117647058824
117dffc0bae014b44adf739bedd710a,38,21,17,1.4767855500000002,0.9415209600000002,0.063639645,3456.8592702310807,27,9,18,44,5,0.0,0.5294117647058824,0.14285714285714285,3.5645124809821205,0.0,0.7567567567567568,1,0.625
3a0d987197b5243b6be69de3f19b5c0,34,20,14,1.25852372,2.2762547200000003,0.10396407176470589,3799.8620435752523,26,11,15,43,7,0.0,0.5,0.1,1.3036549452582764,0.14285714285714285,0.7272727272727273,1,0.23076923076923078
10ee3a8553b6f4d19a159060d001d3d,40,30,10,3.6146047599999993,0.28925052,0.09759638200000001,3367.709399794872,26,13,13,50,7,0.0,0.7,0.1,15.996795219669497,0.0,0.7948717948717948,1,0.5555555555555556
3c46cb14104ca4f3cab571bfc785321,47,36,11,1.7961680199999999,0.9421698,0.05826250680851064,2800.9426318518117,26,17,9,56,8,0.0,0.45454545454545453,0.16666666666666666,5.098356701588193,0.0,0.8260869565217391,1,0.4
bc1q2e77e08ce9974e0e82f41c9d0acd2c,21,9,12,0.48685905,0.25842162999999996,0.03548955619047619,6237.980878615001,16,6,10,27,5,0.0,0.4166666666666667,0.1111111111111111,4.606752308243757,0.08333333333333333,0.5,1,0.36363636363636365
bc1qd933edd18ec04befa7ec200e46a666,24,11,13,0.88556438,0.58308872,0.061193879166666666,5577.202209535507,22,6,16,29,4,0.0,0.6153846153846154,0.09090909090909091,3.032319947886189,0.0,0.5217391304347826,1,0.25
bc1q7912b0fefbe84cc1bafe21d19fb39e,25,17,8,2.7131368,0.10906206,0.11288795439999999,5393.824881188194,15,8,7,32,7,0.0,0.5,0.11764705882352941,49.95518238250163,0.0,0.7083333333333334,1,0.42857142857142855
1522fa3a09c994b4183f3dc5d05fb9d,30,16,14,0.6981252,0.15181452,0.028331323999999998,4479.1726148701155,19,7,12,36,4,0.0,0.5,0.0625,7.192286962355675,0.0,0.6206896551724138,1,0.5384615384615384
bc1qeb9095079a47416ebf90eb2e7adcca,33,14,19,1.52544134,1.7575468,0.0994844890909091,3856.7177306052085,31,7,24,39,4,0.0,0.7894736842105263,0.14285714285714285,2.829827842150656,0.21052631578947367,0.28125,1,0.3333333333333333
170f1f257cdc8431fbdd9f1b96ee9ed,33,22,11,1.0824673699999998,0.77013925,0.056139594545454544,4056.52343751875,31,20,11,43,7,0.0,0.5454545454545454,0.3181818181818182,2.0288226662017967,0.09090909090909091,0.84375,1,0.5
1c518b1883bd0439ea8f3de4b99d389,24,9,15,0.39956049,0.21638273000000002,0.025664300833333334,5491.842059076811,21,10,11,29,5,0.0,0.4666666666666667,0.3333333333333333,6.376797133376125,0.06666666666666667,0.4782608695652174,1,0.35714285714285715
3d9e1739cc20f443f9aead534de8f5e,14,3,11,0.22615193,0.8768796800000002,0.07878797214285714,8593.224448012821,16,5,11,18,3,0.0,0.5454545454545454,0.6666666666666666,1.2016675467523974,0.18181818181818182,0.23076923076923078,1,0.5
14b0f403ff5db4db29d7c4a9f8f23da,34,20,14,0.9881833599999998,1.9900520400000001,0.08759515882352942,4023.640186129293,29,12,17,42,6,0.0,0.7142857142857143,0.15,1.2603979709727744,0.07142857142857142,0.7575757575757576,1,0.38461538461538464
3d5aa71d7101d467ca08dceaf56510a,17,4,13,0.060055739999999996,0.7887246800000001,0.04992826,7853.012963288542,14,2,12,20,3,0.0,0.6153846153846154,0.0,1.1956759383492692,0.07692307692307693,0.375,1,0.4166666666666667
385a66763552b44c1999a9c8614ecdc,28,16,12,1.7498908700000002,0.54405414,0.0819266075,4821.205269431482,17,7,10,34,4,0.037037037037037035,0.3333333333333333,0.125,11.968193310762718,0.16666666666666666,0.6296296296296297,2,0.36363636363636365
1fd090de06398435686bdb6bb4264b3,21,8,13,0.32792613000000004,0.9003127200000002,0.05848756428571428,5816.5784478525,10,5,5,27,4,0.0,0.15384615384615385,0.0,1.5560167988749796,0.0,0.45,1,0.5
1c370bf991e0746f280a35a9cbcdfbe,32,15,17,0.34484031,1.3897461300000002,0.05420582625,4094.9169789607527,19,6,13,38,5,0.12903225806451613,0.5294117647058824,0.06666666666666667,1.3410837642852966,0.0,0.5161290322580645,3,0.375
3c0cc7e903f2748508b6425f37d795b,37,20,17,1.27546595,5.437799190000001,0.18143959837837836,3688.9599051634264,25,7,18,44,5,0.0,0.5294117647058824,0.05,1.5237626631700707,0.0,0.6111111111111112,1,0.625
bc1q71d7707486ad49d992a50399d668fb,33,27,6,3.8903477399999997,0.86938727,0.14423439424242424,3780.632587796354,24,15,9,44,6,0.0,0.5,0.14814814814814814,5.672218797847832,0.0,0.71875,1,0.8
bc1qa65f923a64d5436bb44c352a10e33c,16,6,10,0.1014381,0.7754638799999999,0.05480637375,6410.988394744445,10,1,9,18,2,0.0,0.6,0.0,1.496951697255793,0.2,0.5333333333333333,1,0.4444444444444444
39743b75d57a140dcbfb2533d72d037,15,6,9,0.09301372000000001,0.89498793,0.06586677666666667,8082.491646491667,15,7,8,20,4,0.0,0.5555555555555556,0.3333333333333333,1.200507527416042,0.0,0.7142857142857143,1,0.625
1446b8260ec894a64a8d7bc3f566a70,26,13,13,3.3604291699999997,1.5219115699999999,0.18778233615384615,4998.807093536667,18,8,10,32,5,0.0,0.3076923076923077,0.15384615384615385,8.013628157885462,0.07692307692307693,0.68,1,0.4166666666666667
bc1q601de272eefd44ddb27f9e67e74c91,26,9,17,0.27970331,0.11571107999999998,0.01520824576923077,4756.778911876667,15,4,11,31,4,0.0,0.29411764705882354,0.0,7.739386406409566,0.058823529411764705,0.48,1,0.4375
172044995596e4f13a2233c4b2a4e8d,31,21,10,0.64589241,0.26183661,0.02928158129032258,3887.3177181077776,18,10,8,37,4,0.0,0.6,0.19047619047619047,10.683612913746945,0.2,0.5333333333333333,1,0.3333333333333333
3137a125dabdb43268394dc8663c3c6,37,23,14,1.41591406,0.50441637,0.05190082243243243,3467.3126857425927,15,6,9,44,5,0.0,0.35714285714285715,0.0,11.044745779057857,0.14285714285714285,0.5833333333333334,1,0.38461538461538464
bc1q09a1a561b0324a8fbcd581e2d8e588,29,19,10,0.7526467800000002,2.0849883699999996,0.09784948793103448,4471.356120939881,19,7,12,36,5,0.0,0.6,0.05263157894736842,1.5480506048373845,0.0,0.5357142857142857,1,0.4444444444444444
32a27c36c2b174ed38ed0e60d8f2b3c,39,22,17,1.1860331999999998,1.0878417,0.058304484615384615,3422.797469317105,24,13,11,49,7,0.05263157894736842,0.4117647058823529,0.18181818181818182,2.9726019616355273,0.058823529411764705,0.6842105263157895,2,0.375
3eb00061f79f2456787b7ad389e7174,28,14,14,1.32253099,0.9293671400000001,0.0804249332142857,4382.574445917901,13,5,8,33,5,0.0,0.35714285714285715,0.07142857142857142,5.049042930163782,0.14285714285714285,0.7777777777777778,1,0.46153846153846156
1d6d8598a70234f64b052c2aeed7407,21,10,11,0.96464819,0.7327440100000001,0.0808282,6527.27596429,22,7,15,27,4,0.0,0.6363636363636364,0.1,2.4088707543653403,0.18181818181818182,0.55,1,0.4
bc1q601219a3496c4d09bae87ff54ae6fb,15,6,9,0.23238999,2.57536861,0.18718390666666668,7653.437851492857,12,3,9,19,3,0.0,0.4444444444444444,0.0,1.4701902862490546,0.1111111111111111,0.42857142857142855,1,0.5
bc1qdbac6dc17ae748b3b3fe808a90ef22,18,4,14,0.12186503,0.55377332,0.037535463888888884,7307.263641179412,26,7,19,22,3,0.0,0.6428571428571429,0.5,1.3251658114910865,0.21428571428571427,0.17647058823529413,1,0.3076923076923077
3054663af430a4879ac261046c277b3,25,18,7,0.5620438600000001,0.64224869,0.048171702,4769.555438397917,14,8,6,33,5,0.0,0.42857142857142855,0.05555555555555555,1.3236624905942593,0.14285714285714285,0.75,1,0.3333333333333333
104c78f8bc712473cb086f484275076,39,20,19,0.97579012,0.53155528,0.03864988205128205,3422.060213964474,28,11,17,47,7,0.0,0.5789473684210527,0.1,3.8134621696945725,0.05263157894736842,0.7894736842105263,1,0.3333333333333333
194329eb62aff4e7587403f5d353a49,28,10,18,0.7311964800000001,1.5353209199999998,0.08094705,4574.329887537654,15,5,10,32,3,0.0,0.2777777777777778,0.1,2.472245679374675,0.05555555555555555,0.48148148148148145,1,0.4117647058823529
357e027fd9104498095706c319cb547,28,8,20,0.69993315,1.6955803800000002,0.08555405464285715,4577.977057110494,19,4,15,33,4,0.0,0.45,0.0,2.2309940092475156,0.1,0.48148148148148145,1,0.3157894736842105
bc1q98eb0dc9e3e642939ac7fb5165c43b,34,16,18,1.1647459599999999,0.16441786999999997,0.03909305382352941,3840.144404251515,24,7,17,41,6,0.0,0.5555555555555556,0.0625,48.995769185195215,0.1111111111111111,0.6363636363636364,1,0.47058823529411764
1d73e460d8de0406da58ba22d6e4414,29,17,12,1.2953905499999998,1.04031873,0.08054169931034483,3963.184529384524,13,6,7,35,4,0.0,0.25,0.058823529411764705,2.8243275382627395,0.0,0.7142857142857143,1,0.6363636363636364
15021737abb114ebba9994df5e2c829,29,8,21,1.1428267,4.544621350000001,0.1961188982758621,4090.372164180357,21,5,16,32,3,0.0,0.38095238095238093,0.25,1.4946776691832764,0.047619047619047616,0.4642857142857143,1,0.4
bc1qc9eabf52fd564b9a8280759fb737b7,17,6,11,0.18814104000000004,1.77675895,0.11558235235294118,8050.625755480209,21,10,11,24,4,0.0,0.6363636363636364,0.3333333333333333,1.4344708899125787,0.0,0.375,1,0.5
3ea6ed50d4b9340ad8e6aae6408e7ed,41,21,20,1.6967489000000002,0.14433560999999998,0.04490450024390244,3121.7641676754165,21,10,11,48,5,0.0,0.3,0.14285714285714285,40.42976822044142,0.1,0.55,1,0.42105263157894735
3185700c30d7649c2a913e62b94d438,12,6,6,0.94438686,0.13067495,0.08958848416666666,11111.678119168182,11,3,8,16,3,0.0,0.6666666666666666,0.0,14.410641279065153,0.0,0.5454545454545454,1,0.6
39d94f9cab7bd4437927c2617440b64,20,8,12,0.23882803,0.24368008,0.0241254055,6242.752683493859,15,6,9,25,3,0.0,0.5,0.25,4.277757794285615,0.16666666666666666,0.5263157894736842,1,0.45454545454545453
3a4705ff01d5647c3a95fb451e27e89,31,18,13,2.36582006,0.37909218000000006,0.08854555612903227,4184.880176781667,17,8,9,39,4,0.0,0.46153846153846156,0.05555555555555555,14.054950968920666,0.0,0.7333333333333333,1,0.5833333333333334
bc1q1d8f01538ecb440db86666040145f8,34,16,18,2.32453373,0.54707428,0.08445905911764706,3987.312737383334,29,9,20,41,6,0.0,0.5,0.1875,21.429551526297413,0.05555555555555555,0.6666666666666666,1,0.35294117647058826
bc1qa220342ef72a48539ecfb590ca29f2,16,6,10,0.24819351,0.9748042600000001,0.076437360625,6854.971780092223,13,6,7,22,4,0.0,0.4,0.16666666666666666,1.3178995578367871,0.1,0.3333333333333333,1,0.3333333333333333
bc1q46262ca51d094d99b5b81386fbd3aa,18,4,14,0.10270749,0.18816968,0.01615984277777778,5865.841077057843,14,3,11,20,2,0.0,0.42857142857142855,0.25,2.22876270056509,0.07142857142857142,0.35294117647058826,1,0.5384615384615384
3813b1668f2c44212ab929b21945fd6,20,5,15,0.3096922,0.35684507,0.0333268635,6946.470753242105,14,3,11,24,4,0.0,0.4,0.0,5.1328347265385394,0.06666666666666667,0.3157894736842105,1,0.5
3a2fef06db5d7499ba986f8d52681cc,29,11,18,0.49550743,2.449256690000001,0.10154359034482759,4530.143628223214,23,7,16,33,3,0.0,0.3888888888888889,0.18181818181818182,1.4361598236888546,0.0,0.42857142857142855,1,0.47058823529411764
bc1q6f20faf3c0ed43a7b03ed51f6d3dc4,37,22,15,1.28574748,1.2131441200000002,0.0675376108108108,3537.439332312963,20,6,14,43,4,0.0,0.6,0.045454545454545456,2.050765015468435,0.13333333333333333,0.5555555555555556,1,0.35714285714285715
bc1q9804abdbcd4e40529bca7d267fcd0f,34,14,20,0.46841682999999995,1.18318201,0.048576436470588236,3654.5008850631316,22,7,15,41,5,0.0,0.45,0.07142857142857142,1.5838801736545294,0.05,0.5151515151515151,1,0.47368421052631576
3f7b0c687ef464f12bde67b4a38b2ee,35,19,16,0.6480067599999999,1.1678111799999997,0.051880512571428575,3801.198133691667,21,8,13,43,5,0.0,0.5,0.05263157894736842,1.4311235249209697,0.0625,0.5588235294117647,1,0.26666666666666666
36407a0542e75448a90df25764bab82,24,8,16,0.8049548300000001,5.07391133,0.2449527566666667,5477.284097877536,16,6,10,29,4,0.0,0.3125,0.125,1.5817929690733945,0.125,0.34782608695652173,1,0.4666666666666667
bc1qeb2881ed99fa400ea4fb41063d8073,23,12,11,0.47260122,0.60888692,0.04702122347826087,5800.465542056818,18,9,9,30,5,0.0,0.5454545454545454,0.16666666666666666,2.623582083115054,0.09090909090909091,0.5454545454545454,1,0.4
3b2d12821aeb7448ea68ae60a574034,19,2,17,0.10578388,0.6595854799999998,0.040282597894736843,7060.100007002778,19,3,16,22,3,0.0,0.47058823529411764,0.5,2.3858463527073352,0.058823529411764705,0.2222222222222222,1,0.25
30d4507d8f9d94671863d1b22086ddf,15,10,5,0.9571522299999998,0.18896407,0.07640775333333334,9121.661984132143,10,3,7,19,4,0.0,0.6,0.0,7.094880828752468,0.0,0.6428571428571429,1,0.5
bc1q91e0de174a1345239a3d38dab57cef,19,8,11,0.29255025999999995,0.19507995,0.025664747894736842,7288.373511730556,12,3,9,23,4,0.0,0.5454545454545454,0.0,2.8583696759610517,0.09090909090909091,0.6666666666666666,1,0.4
bc1qc4fe48989ac74d40b10cc043c1bec8,15,4,11,0.16989158999999998,0.99760878,0.07783335799999999,8907.51398405238,15,2,13,18,2,0.0,0.5454545454545454,0.0,1.6025632546868762,0.0,0.5,1,0.3
39cec5cdea46543e297008913db8edb,27,9,18,0.176718,1.4150161499999996,0.058953116666666666,4690.057003882693,14,3,11,31,4,0.0,0.3333333333333333,0.0,1.4438536022190025,0.1111111111111111,0.4230769230769231,1,0.4117647058823529
30f9159e8f62b4a60a2f65f6b1837c7,24,7,17,0.22853898,5.65493178,0.24514461499999998,5159.216838349275,24,5,19,30,5,0.0,0.6470588235294118,0.0,1.552062592388226,0.0,0.2608695652173913,1,0.625
1da93638744c54845ac4cabe7969d06,29,14,15,0.7938454200000001,0.14823512000000003,0.03248553586206897,4240.902313588095,21,6,15,36,6,0.0,0.6666666666666666,0.0,13.91180316083093,0.06666666666666667,0.75,1,0.5714285714285714
304a9581465cc4d40a523a62c874325,45,23,22,0.76784071,3.7517616099999995,0.1004356071111111,2828.762744851136,31,8,23,52,5,0.0,0.6818181818181818,0.08695652173913043,1.4167665601015271,0.09090909090909091,0.6363636363636364,1,0.42857142857142855
bc1q1dba5fa06a3649e5adb2738fa576d0,31,16,15,1.8807442300000001,0.4349393,0.07469946870967742,4336.095467301111,27,9,18,39,5,0.0,0.5333333333333333,0.125,12.898155238400077,0.0,0.5333333333333333,1,0.42857142857142855
1f8aabb1944ee49d3b8569f6ee62bac,26,14,12,0.5703250200000001,0.13188528000000002,0.027008088461538463,4943.166385780667,14,6,8,33,5,0.04,0.4166666666666667,0.0,9.852171196764838,0.08333333333333333,0.72,2,0.36363636363636365
3dcf0d4bc140e4e0ca0cc7c5cd617c7,25,11,14,0.7674049300000001,1.82782645,0.1038092552,5391.365358263888,23,10,13,32,5,0.0,0.7142857142857143,0.2727272727272727,1.9206530659260934,0.07142857142857142,0.625,1,0.5384615384615384
16765522721994de69de8c073f22a73,25,14,11,0.45868656,1.00818134,0.058674716,5431.537836815972,12,4,9,30,3,0.0,0.5454545454545454,0.0,1.4091608913378786,0.0,0.5,1,0.5
bc1q4d65668ae430477d9e4cf45dec8971,20,8,12,0.28779148,0.3997125000000001,0.034375199,4230.724587716667,18,5,13,25,4,0.0,0.75,0.125,1.8183884972003026,0.25,0.3684210526315789,1,0.45454545454545453
bc1qf64846a716e14bef82e501cc76c9da,25,12,13,0.8771755400000001,0.10323664999999999,0.0392164876,4943.009841297917,18,5,13,31,4,0.0,0.6153846153846154,0.0,40.06264923105388,0.07692307692307693,0.75,1,0.4166666666666667
bc1q822c5d16d6b84ed79f70c1c21d6221,33,27,6,0.97433452,0.61035258,0.048020821212121215,4019.96635388125,15,10,5,41,4,0.0,0.16666666666666666,0.07407407407407407,1.2448447296961471,0.0,0.59375,1,0.4
1aa262e60bbd74466b653c499d1f20b,42,27,15,0.52130407,1.46220714,0.04722645738095238,3092.736464124797,22,12,10,52,7,0.0,0.3333333333333333,0.1111111111111111,1.386246175715429,0.06666666666666667,0.8048780487804879,1,0.6428571428571429
3708e5795da1d4c789e7e4cf8be3d61,36,21,15,0.7673687299999998,2.1387481999999998,0.08072547027777778,3595.6532904728574,22,9,13,44,7,0.0,0.4666666666666667,0.09523809523809523,1.2901246465581857,0.2,0.7714285714285715,1,0.5714285714285714
13d2fcf19b2604d8d83c1ae3508ab38,30,19,11,1.3778636599999996,0.6843587599999998,0.06874074733333332,4447.963451058045,18,7,11,36,4,0.0,0.5454545454545454,0.10526315789473684,8.059783726787751,0.09090909090909091,0.6206896551724138,1,0.3
3de73101193584a638de05ae025cf1b,21,13,8,1.4836517599999999,0.21678552,0.08097320380952382,5784.155120394166,12,8,4,29,5,0.0,0.375,0.07692307692307693,12.269306889046211,0.25,0.7,1,0.2857142857142857
3dde8d2995a584a40a216480f384fe7,27,15,12,0.4211387,0.30164299000000006,0.026769692222222224,4992.298968550641,26,8,18,33,3,0.0,0.8333333333333334,0.13333333333333333,3.775231054082012,0.25,0.4230769230769231,1,0.2727272727272727
3c64d0a89935a438ba9c28e0b2aca03,30,16,14,0.7783687100000001,0.38970076000000003,0.038935649,4026.77491886954,18,7,11,37,4,0.0,0.42857142857142855,0.0625,7.52063358378373,0.07142857142857142,0.6551724137931034,1,0.38461538461538464
355264da84ae94ab3b620fb8dd2afd6,24,9,15,0.29683226999999995,0.51881058,0.03398511875,5583.839554957246,18,2,16,27,3,0.0,0.6,0.0,1.6404755590329698,0.06666666666666667,0.5217391304347826,1,0.5
bc1qfc4423983c6f439f9f81070c5d0ec4,46,23,23,0.71116342,0.69834569,0.030641502391304344,2919.3595163714813,26,5,21,52,5,0.0,0.5217391304347826,0.0,2.508725180987339,0.08695652173913043,0.5555555555555556,1,0.5
bc1q38db1263f8404babacca807948f348,21,3,18,0.08232449,0.33325136,0.019789326190476193,5940.502198075001,21,4,17,25,4,0.0,0.5555555555555556,0.3333333333333333,2.5594220581221037,0.0,0.25,1,0.5882352941176471
bc1q197817a8c19846ae92fc8c1b94c699,14,4,10,0.18278426,0.29208817000000004,0.033919459285714285,8207.110074552564,10,2,8,17,2,0.0,0.4,0.0,2.272039653465448,0.0,0.3076923076923077,1,0.5555555555555556
186025138dddd42f59f02fb4d4b2c4e,15,5,10,0.1461295,3.338960739999999,0.23233934933333333,8680.310269341668,13,4,9,19,3,0.0,0.4,0.2,1.659525660939623,0.1,0.6428571428571429,1,0.6666666666666666
bc1q4c23642ffa5a46fdbf37a03a9d8124,39,22,17,1.6714486799999997,0.13331576,0.046276011282051284,3414.303132432895,23,8,15,45,4,0.0,0.6470588235294118,0.09090909090909091,18.324561209177265,0.058823529411764705,0.5,1,0.3125
bc1q537bcd52aa284f5c863de3a6cbeab5,29,14,15,0.8261600600000001,0.39638621000000007,0.04215676793103448,4458.952591054166,18,7,11,35,4,0.0,0.4666666666666667,0.14285714285714285,4.070457974545014,0.13333333333333333,0.6428571428571429,1,0.21428571428571427
bc1q40290ed185e143958aadc70675ddcf,33,11,22,0.6960293699999999,1.0871684599999998,0.05403629787878788,3970.7192254781253,27,8,19,39,4,0.0,0.45454545454545453,0.18181818181818182,2.4010616101372664,0.045454545454545456,0.375,1,0.5238095238095238
373dd8c36b7e24a7da4f7c014144a24,26,5,21,0.08466336000000001,0.62825775,0.027420042692307692,5109.467587145333,23,5,18,29,3,0.0,0.3333333333333333,0.4,1.4281669937003325,0.14285714285714285,0.32,1,0.5
1831019be835b4b0fbe754cb4f89478,14,5,9,0.31852886,0.8665342500000001,0.084647365,9484.557564514103,10,5,5,20,4,0.0,0.4444444444444444,0.0,1.460802366946682,0.1111111111111111,0.5384615384615384,1,0.375
341aefc9c64c7462991ff4a2b1fda23,34,19,15,0.90944708,0.28525834,0.035138394705882356,3754.0634709510105,24,7,17,40,4,0.0,0.5333333333333333,0.05263157894736842,11.114894695825981,0.13333333333333333,0.6060606060606061,1,0.2857142857142857
3ec29ab64357c4298a3bf3d040407fd,25,10,15,4.5308252300000005,0.42145537,0.198091224,5275.298728484722,18,5,13,31,5,0.0,0.4,0.0,74.7943887595906,0.06666666666666667,0.7083333333333334,1,0.35714285714285715
33068c40f69234faa8517bb9aea7636,30,17,13,3.8899775899999995,0.74601577,0.15453311200000003,4395.411988641954,17,5,12,36,5,0.0,0.6153846153846154,0.0,10.772141330705116,0.15384615384615385,0.7241379310344828,1,0.16666666666666666
11b53e7d2730c4a6f8ce1e0f46fa922,32,17,15,0.28160862000000003,0.546122,0.025866581875,4016.775574160215,26,10,16,39,4,0.0,0.6,0.11764705882352941,1.286551075742393,0.13333333333333333,0.45161290322580644,1,0.21428571428571427
bc1qc82f885564d84abbb2a1e310f59c5d,18,4,14,0.62148377,0.09287085,0.03968636777777778,7399.572557932353,17,6,11,23,3,0.058823529411764705,0.5,0.25,55.64205521246976,0.14285714285714285,0.35294117647058826,2,0.38461538461538464
123cd40e3f588453fbc75c1e41403da,16,4,12,0.02587693,0.38865363,0.02590816,4994.5278346566665,13,2,11,19,3,0.0,0.6666666666666666,0.0,1.617117184794834,0.0,0.4,1,0.45454545454545453
34e4299db677749feae99133cdabfdd,41,22,19,1.1095864,0.31952978,0.034856492195121956,3123.9736072370833,22,11,12,48,6,0.0,0.3684210526315789,0.13636363636363635,14.458550678158616,0.10526315789473684,0.65,1,0.3888888888888889
bc1q7f35b43b05bc4654b41a7fa18fb920,25,11,14,0.21062314000000004,1.4307520299999998,0.0656550068,5250.510329675,19,4,15,30,5,0.0,0.6428571428571429,0.0,1.6718280726810506,0.07142857142857142,0.7083333333333334,1,0.5384615384615384
393fdf7e399854f61b4f0089685be9a,50,9,41,0.7545209800000001,2.6392187,0.0678747936,2634.3038344955785,46,5,41,56,6,0.5918367346938775,0.4878048780487805,0.0,2.91026938357206,0.024390243902439025,0.2857142857142857,9,0.575
1646048374f0e4d0ba5993410ff3b60,26,9,17,0.72276763,0.11884797000000001,0.03236983076923077,5212.491090646667,16,4,12,31,4,0.0,0.47058823529411764,0.0,25.95508277790017,0.0,0.48,1,0.4375
369bacce10f6a470aaa03f514ff8827,26,13,13,0.8789237400000002,0.57497202,0.05591906769230769,5204.543232691333,17,4,13,31,5,0.16,0.5384615384615384,0.0,8.00257074572841,0.15384615384615385,0.32,3,0.5833333333333334
3414187c407484b058a49b5d48d6d34,29,10,19,0.50180501,0.44187978999999994,0.03254085517241379,4637.160003016072,21,4,17,34,5,0.0,0.5263157894736842,0.0,4.933313906118977,0.10526315789473684,0.5357142857142857,1,0.3333333333333333
bc1q29795cb410f449ffaa78c00151a8ca,19,9,10,0.1882378,0.37114421,0.029441158421052632,5849.430316453703,15,5,10,25,5,0.0,0.5,0.0,1.5365972891791904,0.1,0.7777777777777778,1,0.2222222222222222
356a61eb334304bf697b6c3ab3489cf,24,13,11,0.60924438,6.463951149999999,0.2947164804166667,5140.46020436087,16,5,11,30,3,0.0,0.7272727272727273,0.0,1.2422957493559876,0.0,0.5652173913043478,1,0.6
