txid,canonical_wallet_id,detector,priority_tier,xgb_proba,if_score
64b21fb47fa2491baf5634245567aaef,631,isolation_forest,worth reviewing,0.00015983495,-0.062316442533006
f51b5b7f03874ffdb6d3d8059292efc9,252,isolation_forest,worth reviewing,0.00015050353,-0.0565626790134367
19cf9ecdfa434a70a6e2cf10606f6993,682,isolation_forest,worth reviewing,0.00015027409,-0.0421626642675467
0e3549bbece5443498fa0516cfdd12ba,74,isolation_forest,worth reviewing,0.00014349296,-0.0275823270276002
84526003838d44dca9bd57ebf7d442cc,74,isolation_forest,worth reviewing,0.00014096398,-0.004913182974919
f5e4ee562401459a90cc5d00febdd55f,639,isolation_forest,worth reviewing,0.00011680133,-0.0163351557236135
d423808ae8a54f21ae640fdade18da4b,674,isolation_forest,worth reviewing,0.000104727966,-0.04443797491952
da40a9b202e446e28bd9e722563e9037,134,isolation_forest,worth reviewing,0.00010078798,-0.0343051977397828
7e7af230b1014dd896259e04e341a6c1,707,isolation_forest,worth reviewing,9.0187714e-05,-0.0478937031282755
520dad7007f542098330c2a3a597751b,639,isolation_forest,worth reviewing,8.865289e-05,-0.0296237039840022
9c384c6142c64b49b3d47434a1b44593,708,isolation_forest,worth reviewing,8.7121916e-05,-0.0656187077621637
f8487c3b36784dcc9a6c8fbccae2f739,698,isolation_forest,worth reviewing,7.349498e-05,-0.0059408504638551
97cc7820f96a4e318b5fb7a1994beebf,312,isolation_forest,worth reviewing,7.0124624e-05,-0.0041736815214445
7789d563be6940048ba1e07ace9db9d7,713,isolation_forest,worth reviewing,5.0743678e-05,-0.0178040007402915
5230cd5a73724566b8ffc06d0daa55eb,9,isolation_forest,worth reviewing,5.0277744e-05,-0.005369828975877
1eb6af5a945d4a57a631d4e62e98ce0b,674,isolation_forest,worth reviewing,4.6624882e-05,-0.0036418728872764
1c8b65ad73084f45bbd429c653ac79c1,90,isolation_forest,worth reviewing,3.5511828e-05,-0.1113328148419132
aedb912fcd554385babd15091be76bfe,232,isolation_forest,worth reviewing,3.4632736e-05,-0.0761755705586826
5694ec30875c40c9908f657b75750009,674,isolation_forest,worth reviewing,3.367448e-05,-0.0785599811890361
975dc009338c49888ef7bf40e9603403,594,isolation_forest,worth reviewing,2.9205232e-05,-0.0619935235196077
38d0809dae974bcdb0fa1549771ee14e,305,isolation_forest,worth reviewing,1.8824421e-05,-0.0555363553259109
5d3190afda6a476ca4959a334886e6cf,625,isolation_forest,worth reviewing,1.5712189e-05,-0.0215647703631328
4518bfc161f347e4bc1d6755e92725e0,674,isolation_forest,worth reviewing,1.2796843e-05,-0.1253992913450501
