txid,n_inputs,n_outputs,n_unique_input_addresses,n_unique_output_addresses,total_input_btc,total_output_btc,input_output_ratio,fan_in_5plus,output_min_max_ratio,fee,first_input_addr,sender_tx_count_1h,sender_tx_count_24h,sender_time_since_last_tx_min,sender_distinct_asn_last10,sender_distinct_ip_last10,sender_amount_zscore,is_anomaly,anomaly_type,wallet_ids,canonical_wallet_id
16ba1b696bf32690adfc11fc7093172e,1,1,1,1,0.40276989,0.40229196,1.0011880177769399,0,1.0,0.00047793,bc1q5d3d9e3270e4faabae4f43bcae8081,1,4,35.66337923333333,1,1,3.9551904607550386,0,normal,,73
673ed6069c8339b91c915117e3001ec4,1,1,1,1,0.30656972,0.3057283,1.002752182248094,0,1.0,0.00084142,bc1q5d3d9e3270e4faabae4f43bcae8081,2,5,6.951948633333333,1,1,0.5828194409930999,0,normal,,73
801f8e86f640ab2877e267ad5d8325ff,1,2,1,2,0.32078444,0.32032942,1.0014204752095515,0,1.0,0.00045502,bc1q5d3d9e3270e4faabae4f43bcae8081,3,6,3.2470914166666662,1,1,0.6999711811094732,0,normal,,73
14278cf382c8164ea8f637a1f8dd1dd4,1,1,1,1,0.23749003,0.23684148,1.002738329451412,0,1.0,0.00064855,bc1q5d3d9e3270e4faabae4f43bcae8081,3,7,15.414164033333332,1,1,-0.48944908719538893,0,normal,,73
141f746efb29ff362155fba835b823e4,1,2,1,2,0.18763089,0.18739104,1.0012799438009414,0,1.0,0.00023984,3ef4afa5299e5052976aab22a26f770,0,2,148.3848577166667,1,1,0.8398356552790371,0,normal,,311
f1a43bbdfa91a730dfbc944b37da7a11,2,2,2,2,0.01813148,0.01812202,1.000522016861255,0,1.0,9.46e-06,1ccc565f9e8a3692999b735dd56cc94,0,3,324.40884688333335,1,1,1.8571165272154138,0,normal,,63
14b56b250ef62d3d05f8c31b646c798e,1,1,1,1,0.06324248,0.06318488,1.0009116104992208,0,1.0,5.76e-05,1c7a2f2927f8103da9408c029b44cb1,0,11,125.25912981666667,1,1,1.956607292581436,0,normal,,632
561957fd530d2537f1c5020223afa774,1,2,1,2,0.05198253,0.05184564,1.002640337741033,0,1.0,0.00013688,1c7a2f2927f8103da9408c029b44cb1,1,12,4.15870475,1,1,0.44818308942656054,0,normal,,632
10cc33afbfd16b206e792b8204adbb48,1,3,1,3,0.04608967,0.04600956,1.0017411598806858,0,1.0,8.011e-05,1c7a2f2927f8103da9408c029b44cb1,2,13,36.55161138333334,1,1,-0.21212604656501471,0,normal,,632
dc217d0cbdb93de6618b071c87c5c0f3,1,1,1,1,0.02722689,0.0271302,1.0035639250724284,0,1.0,9.669e-05,15e187b8e676a01d86a646059a1120e,0,9,382.0078658333333,1,1,-0.2053976190633087,0,normal,,218
7dddf142c92ac0c92b25f133e6871d5f,1,2,1,2,0.04100052,0.04095972,1.0009961005592811,0,1.0,4.08e-05,1c7a2f2927f8103da9408c029b44cb1,1,14,53.15100436666667,1,1,-0.7762360998187318,0,normal,,632
fb4cdb43f27f8712e573acc5eb0b2a34,1,2,1,2,0.03180691,0.03176262,1.001394406380834,0,1.0,4.428e-05,3c18363330f8be1a689b4247a3a10e1,0,6,220.91022239999998,1,1,-1.0247770174044608,0,normal,,357
dff64a520e54987859619f386e3a1031,1,2,1,2,0.0954754,0.09513572,1.0035704780496748,0,1.0,0.00033968,3bff950cd14a03e83599af65d01f55f,0,6,240.40647545,1,1,2.294299006199835,0,normal,,294
7fe7929f01a83a3d0a7fef8d742a18be,1,2,1,2,0.26071895,0.26050304,1.0008288195024517,0,1.0,0.00021591,bc1q5d3d9e3270e4faabae4f43bcae8081,0,8,166.8131026,1,1,-0.12330671787015636,0,normal,,73
f59a44f536d115d21d167befa4396c91,3,2,3,2,0.01907298,0.01905578,1.000902613275342,0,1.0,1.72e-05,3c18363330f8be1a689b4247a3a10e1,1,7,48.90765665,1,1,-2.1683420794808215,0,normal,,357
3e6a8d02daa87a69f246cd32c74e05e0,1,3,1,3,0.03579715,0.03566595,1.0036785785882614,0,1.0,0.00013121,15e187b8e676a01d86a646059a1120e,0,8,87.96344576666667,1,1,0.9533165091965864,0,normal,,218
72e0f9109d7ad2e4b039994d8e6bdbec,1,1,1,1,0.20897112,0.20883395,1.0006568376454117,0,1.0,0.00013717,bc1q5d3d9e3270e4faabae4f43bcae8081,1,9,18.8347262,1,1,-0.8901130443069101,0,normal,,73
d61b5779dac27830058e94d2556b9623,1,2,1,2,0.08296911,0.08275732,1.002559169388279,0,1.0,0.00021178,3bff950cd14a03e83599af65d01f55f,0,7,60.550927916666666,1,1,0.861992125657228,0,normal,,294
253c42628efb1a99c0d6369ffbf96d27,1,1,1,1,0.29105008,0.29089813,1.000522347806086,0,1.0,0.00015195,bc1q5d3d9e3270e4faabae4f43bcae8081,2,10,7.4399206,1,1,0.4327499920983252,0,normal,,73
65daa73ff625a53a639d2d06073016c6,1,1,1,1,0.30144064,0.30080229,1.0021221580460706,0,1.0,0.00063835,bc1q5d3d9e3270e4faabae4f43bcae8081,3,11,4.769838433333334,1,1,0.5731321831147704,0,normal,,73
1fd46e8e69ff772624945f1c8fc0f04f,1,2,1,2,0.10085482,0.100501,1.0035205619844578,0,1.0,0.00035382,3bff950cd14a03e83599af65d01f55f,1,8,15.192414933333334,1,1,1.8575894794704684,0,normal,,294
a03e2cf4541fc7cfd8ad8a25d8834d47,1,2,1,2,0.17472128,0.17449404,1.0013022794360198,0,1.0,0.00022724,bc1q5d3d9e3270e4faabae4f43bcae8081,4,12,15.918073516666668,1,1,-1.5194933155493777,0,normal,,73
5a9b89dc6b38a504d29ddc56a9a4163e,2,2,2,2,0.15291156,0.15271796,1.001267696346913,0,1.0,0.00019359,3ef4afa5299e5052976aab22a26f770,0,3,212.83731998333332,1,1,-1.1429797875789378,0,normal,,311
f5015e55e5dd259df3e097123e29310c,1,1,1,1,0.05538986,0.05530617,1.0015132127211122,0,1.0,8.369e-05,3bff950cd14a03e83599af65d01f55f,2,9,12.61282005,1,1,-1.0011000842257718,0,normal,,294
a54def5e8b154bf7ee51947db8bb353d,3,1,3,1,0.01945662,0.01943467,1.001129424888614,0,1.0,2.195e-05,1680bacb856d0353dc9829015eabb27,0,1,405.03651809999997,1,1,0.9372919110513973,0,normal,,117
94f2c0b3305efb29af3e0913579effad,1,2,1,2,0.00487406,0.00485532,1.0038596838107479,0,1.0,1.874e-05,17d7ddbd284476c6b88f83dd97dc9cd,0,1,293.18876976666667,1,1,-1.9039157178757924,0,normal,,110
b028ce251b5db9c49e253f6c6749fe74,1,2,1,2,0.14490952,0.14439302,1.0035770427130064,0,1.0,0.0005165,bc1q5d3d9e3270e4faabae4f43bcae8081,1,13,54.039869116666665,1,1,-1.8103208045561956,0,normal,,73
c0b33263ee67971e42c16b47ed33974e,1,1,1,1,0.05735299,0.05725735,1.0016703532384925,0,1.0,9.564e-05,3bff950cd14a03e83599af65d01f55f,0,10,74.65649246666666,1,1,-0.797387069658357,0,normal,,294
36845352946162dfa27b4e404e6e7125,1,1,1,1,0.06589944,0.06578358,1.0017612297780085,0,1.0,0.00011586,3bff950cd14a03e83599af65d01f55f,1,11,10.417869483333334,1,1,-0.2595239740418635,0,normal,,294
663637b9a43e8daf343999edf60ea405,1,2,1,2,0.27042057,0.26969226,1.00270052243991,0,1.0,0.00072831,bc1q5d3d9e3270e4faabae4f43bcae8081,1,14,37.55684518333333,1,1,0.2585700057991699,0,normal,,73
7c2796bd9233e57920a436823f94b1d1,1,2,1,2,0.16981651,0.16924738,1.0033627108437366,0,1.0,0.00056913,bc1q5d3d9e3270e4faabae4f43bcae8081,2,15,3.7849274166666667,1,1,-1.264796151198897,0,normal,,73
cb3d6b2f3204dbd468ef843051b37ed6,1,2,1,2,0.28405657,0.28303016,1.0036265039739936,0,1.0,0.0010264,bc1q5d3d9e3270e4faabae4f43bcae8081,3,16,4.572438783333333,1,1,0.5253712559356172,0,normal,,73
dd4f03bc3a9ba186075dac99787b311e,1,1,1,1,0.22232317,0.2221992,1.0005579228008021,0,1.0,0.00012397,bc1q5d3d9e3270e4faabae4f43bcae8081,3,17,17.1336604,1,1,-0.4298772158528951,0,normal,,73
cf539558cf00472c136656373ad52af7,1,1,1,1,0.25604177,0.25535011,1.0027086732016681,0,1.0,0.00069166,bc1qbbec723610901c2196b3b5fc21109b,0,2,600.0,1,1,3.06028946954305,1,structuring,structuring_664,664
d1b520ecb50334d2626cae1a95cbe6a3,1,1,1,1,0.11402491,0.11373837,1.0025192905437277,0,1.0,0.00028654,35f269454d1332ae3082ddcc9c04b7d,0,1,437.0063682666667,1,1,0.0,0,normal,,649
0f71ec0f5975c0920cd29b75a1407cad,1,1,1,1,0.36286666,0.36248317,1.0010579525664598,0,1.0,0.00038349,bc1q5d3d9e3270e4faabae4f43bcae8081,4,18,26.9489427,1,1,1.7646623530962107,0,normal,,73
627ca9f773363302d1f033748d532691,3,1,3,1,0.011618489999999999,0.01157992,1.003330765670229,0,1.0,3.858e-05,bc1q1fd5a4706c5c5649e2623debd34616,0,0,-1.0,0,0,0.0,0,normal,,139
cd9306df3d85a58b545a5f0746713b9b,1,1,1,1,0.08391367,0.08374601,1.0020020058269046,0,1.0,0.00016766,3bff950cd14a03e83599af65d01f55f,0,12,70.19424466666666,1,1,0.8053203875160794,0,normal,,294
bc63a797c7fe1c59b903173bdb11aedd,1,1,1,1,0.05240651,0.05222251,1.0035233848392198,0,1.0,0.000184,bc1q55c551fba57cc8edaf37661b780ede,0,2,766.3549977666667,1,1,0.9990380454585412,0,normal,,362
dbadc5f6fb9aa29b45ba23f9d367b85e,1,1,1,1,0.02232444,0.02225208,1.0032518308400833,0,1.0,7.236e-05,154b4a468586eba6a34c85410714d51,0,3,595.7680316999999,1,1,0.19455516851599086,0,normal,,92
d5c52e84c66adffba1ca9323c5626eb2,1,1,1,1,0.17407555,0.17340159,1.0038867002315262,0,1.0,0.00067396,bc1q5d3d9e3270e4faabae4f43bcae8081,1,19,59.650015,1,1,-1.1970641560274693,0,normal,,73
e76cc750566a3ae31c3dc6fd79ff5f76,2,1,2,1,0.1764236,0.17601498,1.002321506953556,0,1.0,0.00040862,3ef4afa5299e5052976aab22a26f770,0,4,204.07876688333332,1,1,0.33548775745059417,0,normal,,311
2bbf1e35c4acb57d0b3d6dc9616f760a,1,2,1,2,0.12445309,0.12422356,1.0018477171319193,0,1.0,0.00022953,bc1qb41c50e346f415e5267a2bec50ace4,0,0,-1.0,0,0,0.0,0,normal,,371
77be6152248fbe247bcd31ebc46ed9cd,1,1,1,1,0.01894315,0.01889967,1.0023005692691989,0,1.0,4.348e-05,154b4a468586eba6a34c85410714d51,1,4,35.67636353333333,1,1,-0.4560748805383417,0,normal,,92
7a57772b3c1a8ce295ecec2c07983bc0,1,1,1,1,0.02103848,0.02100758,1.0014708976474205,0,1.0,3.09e-05,1b43bd242a259a6c66412854303cbc1,0,0,-1.0,0,0,0.0,0,normal,,300
2b866fd17b3cc2c41ef3f101d9ab17d2,1,2,1,2,0.04825489,0.04816432,1.0018804376351624,0,1.0,9.057e-05,3bff950cd14a03e83599af65d01f55f,0,13,98.42224334999999,1,1,-1.3624143002968077,0,normal,,294
c63e23bf5c0c309c01572a56e4aeb85f,1,2,1,2,0.01370317,0.01366614,1.002709616614494,0,1.0,3.702e-05,35e09a9af88bdecfb1e143b196f4dfa,0,0,-1.0,0,0,0.0,0,normal,,196
fad5eec5475bee372cfc4245d9b94f22,1,2,1,2,0.09236366,0.0921714,1.0020858964928383,0,1.0,0.00019227,3bff950cd14a03e83599af65d01f55f,1,14,10.598101766666668,1,1,1.3205278973378651,0,normal,,294
35b80aae82b60c8e89c818d79b2e18c0,1,2,1,2,0.01800881,0.017991,1.0009899394141515,0,1.0,1.782e-05,1b43bd242a259a6c66412854303cbc1,1,1,58.2594603,1,1,0.0,0,normal,,300
12988e9c3ecd2b8c5b9525062f981e44,1,2,1,2,0.01948768,0.01945078,1.0018970961575833,0,1.0,3.691e-05,1b43bd242a259a6c66412854303cbc1,1,2,3.8764613166666666,1,1,-0.023741859674485298,0,normal,,300
af81c257a4a3d77c1dbb8fe6dcdf9bbd,1,1,1,1,0.12545685,0.12535652,1.0008003572530573,0,1.0,0.00010033,3ef4afa5299e5052976aab22a26f770,0,5,112.64638526666666,1,1,-2.567084116556682,0,normal,,311
fd7e1648bc297d8d915b3aca208d0d01,1,2,1,2,0.02704916,0.02696716,1.00304073547233,0,1.0,8.201e-05,376492ef55dce6d6d268b378f5242d3,0,0,-1.0,0,0,0.0,0,normal,,469
897b3686b9ddb571b9f0b2e780a5e3ef,1,2,1,2,0.03258921,0.03246054,1.0039638896949958,0,1.0,0.00012868,bc1qf71fb96dd49c966744cb9e6dedcba5,0,1,671.8804208833334,1,1,-1.0705353171821612,0,normal,,657
a45ee904717d0042f30d6ea3951c4200,2,2,2,2,0.01328132,0.0132348,1.0035149756702029,0,1.0,4.652e-05,1b43bd242a259a6c66412854303cbc1,0,3,76.68928058333333,1,1,-5.036757217038809,0,normal,,300
776d5a7cf8f7b82c13c1ae4b9f6dc9cc,1,2,1,2,0.0136366,0.01358964,1.0034555735104094,0,1.0,4.696e-05,3ca0ac60d67d38e990f0c5badcc3daf,0,1,891.69150015,1,1,0.0,0,normal,,250
a779e09fde92da06ac05b7a833a2f3d5,1,1,1,1,0.1981833,0.19789531,1.001455264402173,0,1.0,0.00028799,3ef4afa5299e5052976aab22a26f770,0,6,94.96770836666666,1,1,1.4725924203613123,0,normal,,311
2bee2fff8b5f93fef75ddff45d123e9b,1,2,1,2,0.07654071,0.07627434,1.0034922622732625,0,1.0,0.00026637,365c177b15516bc9f8ded9756abf2f1,0,0,-1.0,0,0,0.0,0,normal,,165
c5f2f2300b4370e860f732d2a1fc5751,1,1,1,1,0.04562743,0.04548538,1.0031229814942735,0,1.0,0.00014205,bc1qf71fb96dd49c966744cb9e6dedcba5,0,2,70.72501246666667,1,1,0.20849966402568557,0,normal,,657
735bea93923ad41307789daee4787edc,1,2,1,2,0.08968511,0.08954146,1.0016042847637283,0,1.0,0.00014364,365c177b15516bc9f8ded9756abf2f1,1,1,6.3689783166666665,1,1,0.0,0,normal,,165
0ffc93bf9c88f367c46e30a49086b124,1,1,1,1,0.0518133,0.0517564,1.0010993809461246,0,1.0,5.69e-05,365c177b15516bc9f8ded9756abf2f1,2,2,11.423951483333333,1,1,-4.762425063144761,0,normal,,165
bb2ced3f0db71a95be5f24a3155878da,1,1,1,1,0.06447541,0.0644113,1.0009953222493568,0,1.0,6.411e-05,365c177b15516bc9f8ded9756abf2f1,3,3,27.707679916666667,1,1,-0.5225567676539435,0,normal,,165
a0d0940f069a3c79108fa5658c51c283,1,2,1,2,0.01523141,0.0151871,1.0029176077065405,0,1.0,4.432e-05,1b43bd242a259a6c66412854303cbc1,0,4,91.45867374999999,1,1,-0.9379693857097079,0,normal,,300
f3e9d42f19960b40367d9053bec2e40d,1,2,1,2,0.38508835,0.38485904,1.0005958285402365,0,1.0,0.0002293,bc1qde703bf8f58a261924c644af527666,0,0,-1.0,0,0,0.0,0,normal,,622
9f8ea154407dc8d25bd9576cd968c357,1,1,1,1,0.03104944,0.03095641,1.0030051934316673,0,1.0,9.303e-05,1b43bd242a259a6c66412854303cbc1,1,5,1.7438540333333334,1,1,4.844681915237146,0,normal,,300
e2427f4fd922ba022afec565dd57065b,2,2,2,2,0.34392874,0.34340274,1.001531729187717,0,1.0,0.000526,bc1qde703bf8f58a261924c644af527666,1,1,6.642754716666667,1,1,0.0,0,normal,,622
b7d9cd26fa30831186a0a597ee9b7cfd,1,2,1,2,0.11107158,0.11075202,1.0028853649802505,0,1.0,0.00031956,365c177b15516bc9f8ded9756abf2f1,4,4,14.39798285,1,1,2.877825824325274,0,normal,,165
b648ca598ae86e8bd749eb23ced1940b,1,2,1,2,0.03751968,0.03738092,1.0037120541709514,0,1.0,0.00013877,3c18363330f8be1a689b4247a3a10e1,0,7,523.2518859333334,1,1,-0.03207141985044818,0,normal,,357
b39bfeb6d632919d7e99a2c2aa3794fb,1,2,1,2,0.09660996,0.09635764,1.0026185780390637,0,1.0,0.00025231,bc1qd1bdb8c71d5e601d5206abb7e6427c,0,0,-1.0,0,0,0.0,0,normal,,105
cdd9203d3392f49255b36a79324a6038,1,2,1,2,0.39637692,0.39609712,1.0007063924120427,0,1.0,0.00027979,bc1qde703bf8f58a261924c644af527666,2,2,22.657489549999998,1,1,1.5485265773898242,0,normal,,622
9a4ddbc2a996ffb1438af48f7c9628c0,1,2,1,2,0.01956358,0.01952688,1.0018794605180141,0,1.0,3.67e-05,1b43bd242a259a6c66412854303cbc1,2,6,49.95167065,1,1,-0.020940102755548053,0,normal,,300
36af127a23f42dd3057111979909c8a2,1,1,1,1,0.04563865,0.04549399,1.0031797606672883,0,1.0,0.00014466,365c177b15516bc9f8ded9756abf2f1,2,5,45.30641525,1,1,-1.6146510044869145,0,normal,,165
370f6847fa7f41c3fbb5ac742c155ef5,1,1,1,1,0.01847324,0.01842818,1.002445168215201,0,1.0,4.506e-05,1b43bd242a259a6c66412854303cbc1,2,7,9.1677401,1,1,-0.22613593912212965,0,normal,,300
b9ea9985d1c6b0d0fe2a999a82079477,1,1,1,1,0.06011905,0.06004211,1.0012814339802514,0,1.0,7.694e-05,365c177b15516bc9f8ded9756abf2f1,2,6,12.449345966666668,1,1,-0.5841791648431676,0,normal,,165
fa7de9617927a136fc73e35842089fc8,1,1,1,1,0.2588881,0.25811473,1.0029962257481393,0,1.0,0.00077337,bc1q4a1a81ed10f004df4e713ef64e3dfc,0,0,-1.0,0,0,0.0,0,normal,,361
5e9db47c4d70a2ea94be70be8ecdb525,1,1,1,1,0.23313846,0.2326187,1.0022343861435044,0,1.0,0.00051976,bc1q4a1a81ed10f004df4e713ef64e3dfc,1,1,12.363635749999998,1,1,0.0,0,normal,,361
51c9f33a712bf0827574c1a71153fc0a,1,1,1,1,0.12903683,0.12878021,1.001992697480459,0,1.0,0.00025662,3ef4afa5299e5052976aab22a26f770,0,7,153.30713411666665,1,1,-1.5817867815025266,0,normal,,311
f7595b46d1264de7c43cd8ec5a87e27a,1,2,1,2,0.34987389,0.34888204,1.0028429379741073,0,1.0,0.00099184,bc1qde703bf8f58a261924c644af527666,0,3,71.4014931,1,1,-1.1205742500190152,0,normal,,622
502c9021084873e765c87c8ca5d955ce,1,2,1,2,0.28205066,0.2817617,1.0010255474750471,0,1.0,0.00028895,bc1qde703bf8f58a261924c644af527666,1,4,3.69858385,1,1,-3.8778140418979974,0,normal,,622
a5353c9ece20d40d10256c82aeb77f36,1,2,1,2,0.02539152,0.02534748,1.001737450823514,0,1.0,4.403e-05,15e187b8e676a01d86a646059a1120e,0,5,615.51229665,1,1,-0.5066794963895563,0,normal,,218
7b7e4020f9a2e377a20b93a628dd231c,1,1,1,1,0.03973786,0.03960913,1.0032500082682958,0,1.0,0.00012873,15e187b8e676a01d86a646059a1120e,1,6,0.23340965,1,1,1.493315807428675,0,normal,,218
2546a88843400423b80ffdc13e74e173,2,2,2,2,0.0679104,0.06772974,1.0026673659163612,0,1.0,0.00018066,365c177b15516bc9f8ded9756abf2f1,2,7,45.3411806,1,1,-0.16124826130221023,0,normal,,165
6d8b643e7fbb667df95a5a97738c5016,1,1,1,1,0.26799894,0.26700199,1.0037338673018878,0,1.0,0.00099695,bc1q4a1a81ed10f004df4e713ef64e3dfc,2,2,42.38563868333333,1,1,1.7076479515830125,0,normal,,361
c1fd195c335d23233e969abd66c087f1,1,2,1,2,0.02550873,0.02542232,1.0033989816822382,0,1.0,8.641e-05,1b43bd242a259a6c66412854303cbc1,0,8,82.42566785000001,1,1,1.2107826003836681,0,normal,,300
ab26bebaa5cc005b19194cce12cd1533,1,2,1,2,0.04280378,0.0426952,1.0025431430231033,0,1.0,0.00010857,365c177b15516bc9f8ded9756abf2f1,1,8,30.672791883333332,1,1,-1.4123773198995981,0,normal,,165
0a22a7765caba07fa823ae8f048a7b42,1,1,1,1,0.03044704,0.03033687,1.0036315546066552,0,1.0,0.00011017,365c177b15516bc9f8ded9756abf2f1,2,9,1.4548150833333333,1,1,-1.800707998209898,0,normal,,165
92318f9cb7beb208a37c681b39ad65e2,1,2,1,2,0.02354904,0.02346054,1.0037722916863807,0,1.0,8.851e-05,1b43bd242a259a6c66412854303cbc1,1,9,4.536160283333333,1,1,0.6690888213594066,0,normal,,300
64aba80aafa6b91db4cdadc02cc5cd15,1,2,1,2,0.23130332,0.23101924,1.001229681129589,0,1.0,0.00028408,bc1q4a1a81ed10f004df4e713ef64e3dfc,1,3,20.467140116666666,1,1,-1.4929011225503548,0,normal,,361
2d166cce97ab07d653aa349b88a6975e,2,2,2,2,0.03179742,0.03168462,1.0035600868812693,0,1.0,0.00011281,3c18363330f8be1a689b4247a3a10e1,0,8,142.89908996666665,1,1,-0.549281620562417,0,normal,,357
4319e0c41644273a071924363632f0c0,1,1,1,1,0.10423622,0.1039027,1.0032099262098098,0,1.0,0.00033352,365c177b15516bc9f8ded9756abf2f1,3,10,21.139968749999998,1,1,1.7752782602407455,0,normal,,165
af98aa71c74378124ee47b02a26133bd,1,2,1,2,0.09011619,0.08997678,1.0015493997451341,0,1.0,0.00013941,365c177b15516bc9f8ded9756abf2f1,4,11,3.2575624333333333,1,1,0.915532083558188,0,normal,,165
e551da7a7011a2bece4f4c665645b6bb,3,1,3,1,0.14826132,0.1480248,1.0015978403618853,0,1.0,0.00023651,1f8bca92ada62ce189099c9f2be029f,0,0,-1.0,0,0,0.0,0,normal,,739
2090f35e55fcf99133c417d5450ab36d,1,1,1,1,0.01664552,0.01660038,1.0027192148613464,0,1.0,4.514e-05,bc1q1fd5a4706c5c5649e2623debd34616,0,1,502.14580211666663,1,1,0.0,0,normal,,139
c4f0e69382c7e69423d6e8c91baf2a82,1,1,1,1,0.34509099,0.34373646,1.0039406061259837,0,1.0,0.00135453,bc1qde703bf8f58a261924c644af527666,0,5,83.8974193,1,1,-0.15906684659852074,0,normal,,622
e3401a76416e740d960fd81bed680f9c,1,2,1,2,0.01119997,0.01118492,1.0013455617027212,0,1.0,1.505e-05,365c177b15516bc9f8ded9756abf2f1,4,12,22.946242833333333,1,1,-2.407786692651985,0,normal,,165
6596600a05fa2319764f56c8ae85f846,1,1,1,1,0.02735281,0.02725341,1.0036472500138516,0,1.0,9.94e-05,1b43bd242a259a6c66412854303cbc1,2,10,50.068401683333335,1,1,1.4006300550983286,0,normal,,300
202339382fbf28e035c55abc7e9f020c,2,1,2,1,0.07000704,0.06976816,1.0034239114232053,0,1.0,0.00023888,365c177b15516bc9f8ded9756abf2f1,5,13,4.187636733333333,1,1,0.17586876694397963,0,normal,,165
5fcc638d049e2f138808c8faa373ff1b,1,2,1,2,0.2093485,0.20860812,1.0035491427658711,0,1.0,0.00074037,bc1q4a1a81ed10f004df4e713ef64e3dfc,1,4,53.29658623333333,1,1,-2.412261633471625,0,normal,,361
16205a6d05e70553575de9f67e62f267,1,1,1,1,0.01040987,0.01038349,1.0025405716189835,0,1.0,2.638e-05,1b43bd242a259a6c66412854303cbc1,2,11,7.70862945,1,1,-2.1249750977494117,0,normal,,300
4de631a1c1c973b39b3abc182b7d7862,1,1,1,1,0.25093735,0.25006974,1.0034694721560473,0,1.0,0.00086761,bc1q4a1a81ed10f004df4e713ef64e3dfc,1,5,17.43425278333333,1,1,0.514628040958407,0,normal,,361
61fa33570ff3a64537cf792e9978247d,1,2,1,2,0.02141258,0.02138978,1.0010659296168545,0,1.0,2.28e-05,1b43bd242a259a6c66412854303cbc1,2,12,29.835166283333333,1,1,0.20564146966461064,0,normal,,300
a94a5a65e8790a4df59c301ab9a1b952,1,1,1,1,0.05535984,0.05533032,1.0005335230304109,0,1.0,2.952e-05,3379efc5edb0d3cb0b63bcf08601833,0,0,-1.0,1,1,-0.8968277296053384,0,normal,,195
743b09e9e24f18456014d8d425c2a208,1,1,1,1,0.33501385,0.33408536,1.0027791999026836,0,1.0,0.00092849,bc1q4a1a81ed10f004df4e713ef64e3dfc,2,6,25.980453783333335,1,1,4.753926033478022,0,normal,,361
5979d88b430f4dd971c6ed1b10c40d85,1,1,1,1,0.21383641,0.21358128,1.0011945335284065,0,1.0,0.00025513,bc1q4a1a81ed10f004df4e713ef64e3dfc,3,7,10.138496183333332,1,1,-1.1105646034579597,0,normal,,361
6f4d131e0c9150b5930f138cd8329d97,1,1,1,1,0.14975755,0.14955117,1.0013799958903697,0,1.0,0.00020638,3ef4afa5299e5052976aab22a26f770,0,8,182.11388068333332,1,1,-0.5160493531216048,0,normal,,311
18efcd8f16a1a9bc3f3ff9f47388d944,1,1,1,1,0.3136027,0.31295467,1.0020706832717978,0,1.0,0.00064803,bc1qde703bf8f58a261924c644af527666,0,6,114.41180355,1,1,-1.0040752582284962,0,normal,,622
40ca81b321a00ceb2708edd6b48e250f,1,2,1,2,0.32583085,0.32474742,1.0033362235795438,0,1.0,0.00108344,bc1q4a1a81ed10f004df4e713ef64e3dfc,1,8,53.48563841666667,1,1,2.0228196423311955,0,normal,,361
16e48d2bbf703e647fbebf584409aee3,1,1,1,1,0.15831873,0.15815056,1.0010633538066511,0,1.0,0.00016817,3ef4afa5299e5052976aab22a26f770,1,9,33.6343406,1,1,-0.14462872751460276,0,normal,,311
e0646e050907b992fca1bd14e8c9bb13,1,1,1,1,0.15874137,0.158178,1.0035616204529074,0,1.0,0.00056337,bc1q4a1a81ed10f004df4e713ef64e3dfc,2,9,5.117461566666666,1,1,-2.3414976853237963,0,normal,,361
a498ba3f9ff65b613a4bbad7f5747d2a,1,2,1,2,0.02515838,0.02511488,1.001732040925539,0,1.0,4.35e-05,1b43bd242a259a6c66412854303cbc1,0,13,87.44290415,1,1,0.883517590799604,0,normal,,300
0ba6ab5238101155b2d37ab6bda24bc7,1,1,1,1,0.03214799,0.03207515,1.002270916893608,0,1.0,7.284e-05,15e187b8e676a01d86a646059a1120e,0,6,215.08932533333333,1,1,0.3515689961329036,0,normal,,218
d8a712cb8374c273cc70755128815cd9,1,1,1,1,0.01307522,0.01303296,1.0032425481241407,0,1.0,4.226e-05,1b78939573bfc172167c35ece7334f2,0,0,-1.0,0,0,0.0,0,normal,,578
ca14ea2ce447695da6b2e6961a3aa18f,1,1,1,1,0.22180497,0.22108587,1.0032525823563487,0,1.0,0.0007191,bc1q4a1a81ed10f004df4e713ef64e3dfc,2,10,17.464718516666668,1,1,-0.530993907637204,0,normal,,361
097ed9892c84c83a217759035baebdf4,1,1,1,1,0.32061984,0.3193919,1.0038446184765486,0,1.0,0.00122794,bc1qde703bf8f58a261924c644af527666,0,7,76.43623373333334,1,1,-0.6757596721814015,0,normal,,622
65f37262ce8893dbf5b376c8f1ca21d6,1,2,1,2,0.25080761,0.24985702,1.0038045358901664,0,1.0,0.0009506,bc1qde703bf8f58a261924c644af527666,1,8,26.857386016666666,1,1,-2.6149528083448557,0,normal,,622
2107f1a4a59f83a9f5551f021ecba29f,1,2,1,2,0.09697567,0.09668396,1.0030171498974598,0,1.0,0.0002917,3379efc5edb0d3cb0b63bcf08601833,0,1,222.20393795,1,1,2.6884099907262637,0,normal,,195
97573a6d97da260e6bdd796c5c55dc37,1,1,1,1,0.02470363,0.02461095,1.0037658034330248,0,1.0,9.268e-05,1b43bd242a259a6c66412854303cbc1,0,14,144.63214438333335,1,1,0.7444468342583348,0,normal,,300
629d83a76f436cddbb166799d79cd510,1,2,1,2,0.0210925,0.0210426,1.002371379962552,0,1.0,4.989e-05,bc1q55c551fba57cc8edaf37661b780ede,0,1,762.2510215166666,1,1,-2.6843207725123164,0,normal,,362
