entity_id,n_addresses,n_profile_wallets,n_disposable_addresses,wallet_ids,n_alerts,max_priority_tier,risk_score,countries,n_countries,asns,n_asns,n_distinct_src_ips,cross_border,multi_asn,multi_ip_operator,approx_volume_btc,heuristics_used
E00599,2,1,1,779,0,none,0,JP,1,AS4713,1,1,False,False,False,0.58860215,common_input
E00600,2,1,1,792,0,none,0,RO,1,AS9009,1,1,False,False,False,0.88346522,common_input
E00601,1,1,0,0,0,none,0,VN,1,AS45899,1,1,False,False,False,0.97566152,singleton
E00602,1,1,0,3,0,none,0,VN,1,AS45899,1,1,False,False,False,2.25163873,singleton
E00603,1,1,0,4,0,none,0,US,1,AS16509,1,1,False,False,False,0.42968086,singleton
E00604,1,1,0,11,0,none,0,RO,1,AS9009,1,1,False,False,False,0.29850189,singleton
E00605,1,1,0,15,0,none,0,NL,1,AS60068,1,1,False,False,False,0.31550205,singleton
E00606,1,1,0,19,0,none,0,US,1,AS14061,1,1,False,False,False,0.16395937,singleton
E00607,1,1,0,23,0,none,0,IN,1,AS9829,1,1,False,False,False,0.1110829,singleton
E00608,1,1,0,26,0,none,0,DE,1,AS3320,1,1,False,False,False,0.18688892,singleton
E00609,1,1,0,40,0,none,0,VN,1,AS45899,1,1,False,False,False,1.25077529,singleton
E00610,1,1,0,41,0,none,0,US,1,AS7922,1,1,False,False,False,0.84881414,singleton
E00611,1,1,0,43,0,none,0,US,1,AS14061,1,1,False,False,False,0.24582055,singleton
E00612,1,1,0,44,0,none,0,FR,1,AS16276,1,1,False,False,False,0.19535191,singleton
E00613,1,1,0,46,0,none,0,RO,1,AS9009,1,1,False,False,False,0.29657191,singleton
E00614,1,1,0,50,0,none,0,DE,1,AS3320,1,1,False,False,False,1.08001875,singleton
E00615,1,1,0,51,0,none,0,VN,1,AS45899,1,1,False,False,False,0.4012249,singleton
E00616,1,1,0,57,0,none,0,IN,1,AS9829,1,1,False,False,False,0.53042169,singleton
E00617,1,1,0,59,0,none,0,JP,1,AS4713,1,1,False,False,False,1.44759926,singleton
E00618,1,1,0,62,0,none,0,RO,1,AS9009,1,1,False,False,False,0.13982233,singleton
E00619,1,1,0,64,0,none,0,US,1,AS16509,1,1,False,False,False,2.31609724,singleton
E00620,1,1,0,66,0,none,0,US,1,AS14061,1,1,False,False,False,0.53493118,singleton
E00621,1,1,0,71,0,none,0,US,1,AS16509,1,1,False,False,False,3.48839869,singleton
E00622,1,1,0,73,0,none,0,US,1,AS16509,1,1,False,False,False,5.02101979,singleton
E00623,1,1,0,76,0,none,0,US,1,AS16509,1,1,False,False,False,0.70678787,singleton
E00624,1,1,0,77,0,none,0,FR,1,AS16276,1,1,False,False,False,0.18184331,singleton
E00625,1,1,0,79,0,none,0,JP,1,AS4713,1,1,False,False,False,0.11006819,singleton
E00626,1,1,0,80,0,none,0,DE,1,AS3320,1,1,False,False,False,0.154283,singleton
E00627,1,1,0,84,0,none,0,DE,1,AS3320,1,1,False,False,False,0.38633172,singleton
E00628,1,1,0,97,0,none,0,JP,1,AS4713,1,1,False,False,False,0.49863228,singleton
E00629,1,1,0,99,0,none,0,IN,1,AS24560,1,1,False,False,False,0.55019918,singleton
E00630,1,1,0,101,0,none,0,IN,1,AS24560,1,1,False,False,False,0.55033813,singleton
E00631,1,1,0,105,0,none,0,JP,1,AS4713,1,1,False,False,False,0.97119839,singleton
E00632,1,1,0,111,0,none,0,JP,1,AS4713,1,1,False,False,False,0.80188898,singleton
E00633,1,1,0,124,0,none,0,IN,1,AS24560,1,1,False,False,False,1.05729272,singleton
E00634,1,1,0,134,0,none,0,US,1,AS14061,1,1,False,False,False,0.20794797,singleton
E00635,1,1,0,142,0,none,0,RO,1,AS9009,1,1,False,False,False,0.14461336,singleton
E00636,1,1,0,145,0,none,0,US,1,AS16509,1,1,False,False,False,1.84190935,singleton
E00637,1,1,0,147,0,none,0,US,1,AS14061,1,1,False,False,False,0.21016558,singleton
E00638,1,1,0,148,0,none,0,FR,1,AS16276,1,1,False,False,False,0.87630355,singleton
E00639,1,1,0,152,0,none,0,IN,1,AS9829,1,1,False,False,False,0.27892125,singleton
E00640,1,1,0,155,0,none,0,VN,1,AS45899,1,1,False,False,False,0.41017193,singleton
E00641,1,1,0,159,0,none,0,FR,1,AS16276,1,1,False,False,False,1.30836876,singleton
E00642,1,1,0,161,0,none,0,US,1,AS16509,1,1,False,False,False,1.20506788,singleton
E00643,1,1,0,163,0,none,0,US,1,AS14061,1,1,False,False,False,0.34763362,singleton
E00644,1,1,0,164,0,none,0,NL,1,AS60068,1,1,False,False,False,1.31108925,singleton
E00645,1,1,0,169,0,none,0,IN,1,AS9829,1,1,False,False,False,0.3459622,singleton
E00646,1,1,0,176,0,none,0,IN,1,AS24560,1,1,False,False,False,2.11117054,singleton
E00647,1,1,0,189,0,none,0,FR,1,AS16276,1,1,False,False,False,0.15105001,singleton
E00648,1,1,0,190,0,none,0,US,1,AS14061,1,1,False,False,False,0.43913871,singleton
E00649,1,1,0,191,0,none,0,US,1,AS7922,1,1,False,False,False,2.15638657,singleton
E00650,1,1,0,193,0,none,0,FR,1,AS16276,1,1,False,False,False,0.18081875,singleton
E00651,1,1,0,195,0,none,0,US,1,AS14061,1,1,False,False,False,1.01646149,singleton
E00652,1,1,0,204,0,none,0,FR,1,AS16276,1,1,False,False,False,0.19518259,singleton
E00653,1,1,0,205,0,none,0,NL,1,AS60068,1,1,False,False,False,0.20556285,singleton
E00654,1,1,0,208,0,none,0,NL,1,AS60068,1,1,False,False,False,0.99526684,singleton
E00655,1,1,0,209,0,none,0,IN,1,AS9829,1,1,False,False,False,46.70288273,singleton
E00656,1,1,0,213,0,none,0,US,1,AS14061,1,1,False,False,False,2.01462974,singleton
E00657,1,1,0,225,0,none,0,US,1,AS7922,1,1,False,False,False,1.62246732,singleton
E00658,1,1,0,227,0,none,0,IN,1,AS9829,1,1,False,False,False,0.22540677,singleton
E00659,1,1,0,231,0,none,0,NL,1,AS60068,1,1,False,False,False,0.81560058,singleton
E00660,1,1,0,232,0,none,0,DE,1,AS3320,1,1,False,False,False,0.77113639,singleton
E00661,1,1,0,241,0,none,0,IN,1,AS24560,1,1,False,False,False,0.34207741,singleton
E00662,1,1,0,248,0,none,0,US,1,AS14061,1,1,False,False,False,2.79245755,singleton
E00663,1,1,0,249,0,none,0,IN,1,AS9829,1,1,False,False,False,0.54126182,singleton
E00664,1,1,0,250,0,none,0,NL,1,AS60068,1,1,False,False,False,0.09141285,singleton
E00665,1,1,0,253,0,none,0,NL,1,AS60068,1,1,False,False,False,0.68851642,singleton
E00666,1,1,0,254,0,none,0,IN,1,AS9829,1,1,False,False,False,0.17315496,singleton
E00667,1,1,0,256,0,none,0,IN,1,AS24560,1,1,False,False,False,2.08738141,singleton
E00668,1,1,0,258,0,none,0,DE,1,AS3320,1,1,False,False,False,1.04202097,singleton
E00669,1,1,0,259,0,none,0,IN,1,AS24560,1,1,False,False,False,0.89415627,singleton
E00670,1,1,0,260,0,none,0,RO,1,AS9009,1,1,False,False,False,0.20115277,singleton
E00671,1,1,0,270,0,none,0,DE,1,AS3320,1,1,False,False,False,3.30559373,singleton
E00672,1,1,0,271,0,none,0,US,1,AS14061,1,1,False,False,False,0.15395364,singleton
E00673,1,1,0,272,0,none,0,DE,1,AS3320,1,1,False,False,False,1.82628889,singleton
E00674,1,1,0,275,0,none,0,US,1,AS14061,1,1,False,False,False,1.20010715,singleton
E00675,1,1,0,277,0,none,0,JP,1,AS4713,1,1,False,False,False,0.38310493,singleton
E00676,1,1,0,282,0,none,0,NL,1,AS60068,1,1,False,False,False,2.66911978,singleton
E00677,1,1,0,283,0,none,0,DE,1,AS3320,1,1,False,False,False,0.16238908,singleton
E00678,1,1,0,286,0,none,0,US,1,AS7922,1,1,False,False,False,0.3981328,singleton
E00679,1,1,0,289,0,none,0,US,1,AS16509,1,1,False,False,False,0.20005708,singleton
E00680,1,1,0,290,0,none,0,DE,1,AS3320,1,1,False,False,False,0.40259903,singleton
E00681,1,1,0,295,0,none,0,US,1,AS14061,1,1,False,False,False,0.25861694,singleton
E00682,1,1,0,301,0,none,0,VN,1,AS45899,1,1,False,False,False,0.33760603,singleton
E00683,1,1,0,306,0,none,0,US,1,AS14061,1,1,False,False,False,3.10289513,singleton
E00684,1,1,0,317,0,none,0,US,1,AS14061,1,1,False,False,False,0.5235909,singleton
E00685,1,1,0,318,0,none,0,NL,1,AS60068,1,1,False,False,False,0.99733149,singleton
E00686,1,1,0,321,0,none,0,IN,1,AS24560,1,1,False,False,False,1.31368044,singleton
E00687,1,1,0,322,0,none,0,US,1,AS14061,1,1,False,False,False,0.28320468,singleton
E00688,1,1,0,323,0,none,0,RO,1,AS9009,1,1,False,False,False,6.36104387,singleton
E00689,1,1,0,324,0,none,0,IN,1,AS24560,1,1,False,False,False,0.27479953,singleton
E00690,1,1,0,326,0,none,0,VN,1,AS45899,1,1,False,False,False,1.44637399,singleton
E00691,1,1,0,331,0,none,0,DE,1,AS3320,1,1,False,False,False,0.19720003,singleton
E00692,1,1,0,336,0,none,0,FR,1,AS16276,1,1,False,False,False,0.18785728,singleton
E00693,1,1,0,339,0,none,0,RO,1,AS9009,1,1,False,False,False,0.28553609,singleton
E00694,1,1,0,341,0,none,0,US,1,AS7922,1,1,False,False,False,0.97837305,singleton
E00695,1,1,0,350,0,none,0,US,1,AS16509,1,1,False,False,False,0.50087449,singleton
E00696,1,1,0,356,0,none,0,JP,1,AS4713,1,1,False,False,False,0.56201281,singleton
E00697,1,1,0,358,0,none,0,RO,1,AS9009,1,1,False,False,False,0.75824507,singleton
E00698,1,1,0,360,0,none,0,US,1,AS16509,1,1,False,False,False,0.91924812,singleton
E00699,1,1,0,361,0,none,0,US,1,AS7922,1,1,False,False,False,2.70684212,singleton
E00700,1,1,0,363,0,none,0,JP,1,AS4713,1,1,False,False,False,1.30786924,singleton
E00701,1,1,0,364,0,none,0,US,1,AS14061,1,1,False,False,False,1.09967751,singleton
E00702,1,1,0,368,0,none,0,US,1,AS14061,1,1,False,False,False,0.66255342,singleton
E00703,1,1,0,369,0,none,0,IN,1,AS9829,1,1,False,False,False,0.15167415,singleton
E00704,1,1,0,374,0,none,0,NL,1,AS60068,1,1,False,False,False,6.09800476,singleton
E00705,1,1,0,376,0,none,0,FR,1,AS16276,1,1,False,False,False,1.48871556,singleton
E00706,1,1,0,385,0,none,0,JP,1,AS4713,1,1,False,False,False,0.70443447,singleton
E00707,1,1,0,386,0,none,0,FR,1,AS16276,1,1,False,False,False,0.78359154,singleton
E00708,1,1,0,392,0,none,0,VN,1,AS45899,1,1,False,False,False,0.11098495,singleton
E00709,1,1,0,395,0,none,0,US,1,AS16509,1,1,False,False,False,0.40470591,singleton
E00710,1,1,0,404,0,none,0,US,1,AS14061,1,1,False,False,False,0.47431235,singleton
E00711,1,1,0,405,0,none,0,VN,1,AS45899,1,1,False,False,False,1.16760262,singleton
E00712,1,1,0,414,0,none,0,IN,1,AS24560,1,1,False,False,False,0.74894015,singleton
E00713,1,1,0,416,0,none,0,NL,1,AS60068,1,1,False,False,False,1.51601535,singleton
E00714,1,1,0,417,0,none,0,DE,1,AS3320,1,1,False,False,False,0.68741241,singleton
E00715,1,1,0,418,0,none,0,RO,1,AS9009,1,1,False,False,False,2.14368095,singleton
E00716,1,1,0,419,0,none,0,US,1,AS7922,1,1,False,False,False,1.09643884,singleton
E00717,1,1,0,422,0,none,0,RO,1,AS9009,1,1,False,False,False,0.4318174,singleton
E00718,1,1,0,424,0,none,0,NL,1,AS60068,1,1,False,False,False,1.44841943,singleton
E00719,1,1,0,428,0,none,0,RO,1,AS9009,1,1,False,False,False,1.87253012,singleton
E00720,1,1,0,438,0,none,0,US,1,AS16509,1,1,False,False,False,0.08965784,singleton
E00721,1,1,0,440,0,none,0,DE,1,AS3320,1,1,False,False,False,0.67409615,singleton
E00722,1,1,0,444,0,none,0,IN,1,AS9829,1,1,False,False,False,0.19935746,singleton
E00723,1,1,0,452,0,none,0,VN,1,AS45899,1,1,False,False,False,0.48904122,singleton
E00724,1,1,0,456,0,none,0,US,1,AS14061,1,1,False,False,False,0.70217173,singleton
E00725,1,1,0,457,0,none,0,US,1,AS16509,1,1,False,False,False,0.29148929,singleton
E00726,1,1,0,460,0,none,0,NL,1,AS60068,1,1,False,False,False,8.20992844,singleton
E00727,1,1,0,464,0,none,0,DE,1,AS3320,1,1,False,False,False,0.4948763,singleton
E00728,1,1,0,466,0,none,0,US,1,AS14061,1,1,False,False,False,1.07217674,singleton
E00729,1,1,0,469,0,none,0,VN,1,AS45899,1,1,False,False,False,0.27741614,singleton
E00730,1,1,0,470,0,none,0,US,1,AS7922,1,1,False,False,False,0.24697711,singleton
E00731,1,1,0,474,0,none,0,RO,1,AS9009,1,1,False,False,False,4.52852315,singleton
E00732,1,1,0,480,0,none,0,US,1,AS14061,1,1,False,False,False,0.29487905,singleton
E00733,1,1,0,485,0,none,0,DE,1,AS3320,1,1,False,False,False,0.10827659,singleton
E00734,1,1,0,489,0,none,0,RO,1,AS9009,1,1,False,False,False,2.18578243,singleton
E00735,1,1,0,491,0,none,0,FR,1,AS16276,1,1,False,False,False,2.41864774,singleton
E00736,1,1,0,493,0,none,0,DE,1,AS3320,1,1,False,False,False,0.11461623,singleton
E00737,1,1,0,502,0,none,0,US,1,AS7922,1,1,False,False,False,0.13087175,singleton
E00738,1,1,0,504,0,none,0,JP,1,AS4713,1,1,False,False,False,0.35797228,singleton
E00739,1,1,0,508,0,none,0,NL,1,AS60068,1,1,False,False,False,0.44668028,singleton
E00740,1,1,0,542,0,none,0,US,1,AS14061,1,1,False,False,False,1.15682294,singleton
E00741,1,1,0,549,0,none,0,RO,1,AS9009,1,1,False,False,False,0.64840944,singleton
E00742,1,1,0,551,0,none,0,VN,1,AS45899,1,1,False,False,False,0.64701131,singleton
E00743,1,1,0,555,0,none,0,IN,1,AS24560,1,1,False,False,False,0.25644561,singleton
E00744,1,1,0,556,0,none,0,US,1,AS7922,1,1,False,False,False,0.19312274,singleton
E00745,1,1,0,558,0,none,0,JP,1,AS4713,1,1,False,False,False,0.83184084,singleton
E00746,1,1,0,563,0,none,0,US,1,AS7922,1,1,False,False,False,0.44945427,singleton
E00747,1,1,0,568,0,none,0,IN,1,AS24560,1,1,False,False,False,0.0712626,singleton
E00748,1,1,0,570,0,none,0,IN,1,AS9829,1,1,False,False,False,0.67107439,singleton
E00749,1,1,0,574,0,none,0,RO,1,AS9009,1,1,False,False,False,1.78224855,singleton
E00750,1,1,0,577,0,none,0,US,1,AS7922,1,1,False,False,False,1.04897773,singleton
E00751,1,1,0,583,0,none,0,RO,1,AS9009,1,1,False,False,False,3.40995847,singleton
E00752,1,1,0,587,0,none,0,VN,1,AS45899,1,1,False,False,False,0.29040755,singleton
E00753,1,1,0,588,0,none,0,NL,1,AS60068,1,1,False,False,False,1.90447284,singleton
E00754,1,1,0,595,0,none,0,DE,1,AS3320,1,1,False,False,False,0.41334329,singleton
E00755,1,1,0,607,0,none,0,US,1,AS16509,1,1,False,False,False,0.26962601,singleton
E00756,1,1,0,616,0,none,0,DE,1,AS3320,1,1,False,False,False,0.59478808,singleton
E00757,1,1,0,625,0,none,0,FR,1,AS16276,1,1,False,False,False,0.38075586,singleton
E00758,1,1,0,629,0,none,0,NL,1,AS60068,1,1,False,False,False,1.39591496,singleton
E00759,1,1,0,632,0,none,0,VN,1,AS45899,1,1,False,False,False,0.71166944,singleton
E00760,1,1,0,637,0,none,0,RO,1,AS9009,1,1,False,False,False,0.68117323,singleton
E00761,1,1,0,655,0,none,0,IN,1,AS9829,1,1,False,False,False,0.79450334,singleton
E00762,1,1,0,659,0,none,0,NL,1,AS60068,1,1,False,False,False,0.77378706,singleton
E00763,1,1,0,663,0,none,0,US,1,AS16509,1,1,False,False,False,0.31300609,singleton
E00764,1,1,0,668,0,none,0,JP,1,AS4713,1,1,False,False,False,0.03634551,singleton
E00765,1,1,0,671,0,none,0,US,1,AS14061,1,1,False,False,False,0.04687469,singleton
E00766,1,1,0,673,0,none,0,VN,1,AS45899,1,1,False,False,False,0.40010725,singleton
E00767,1,1,0,676,0,none,0,US,1,AS14061,1,1,False,False,False,0.23541641,singleton
E00768,1,1,0,683,0,none,0,DE,1,AS3320,1,1,False,False,False,0.97813534,singleton
E00769,1,1,0,684,0,none,0,JP,1,AS4713,1,1,False,False,False,0.15438573,singleton
E00770,1,1,0,695,0,none,0,US,1,AS16509,1,1,False,False,False,0.61314304,singleton
E00771,1,1,0,696,0,none,0,RO,1,AS9009,1,1,False,False,False,1.33228057,singleton
E00772,1,1,0,699,0,none,0,US,1,AS14061,1,1,False,False,False,0.53762505,singleton
E00773,1,1,0,707,0,none,0,RO,1,AS9009,1,1,False,False,False,4.74074375,singleton
E00774,1,1,0,708,0,none,0,RO,1,AS9009,1,1,False,False,False,0.06111242,singleton
E00775,1,1,0,709,0,none,0,VN,1,AS45899,1,1,False,False,False,2.25978365,singleton
E00776,1,1,0,712,0,none,0,RO,1,AS9009,1,1,False,False,False,0.31065697,singleton
E00777,1,1,0,713,0,none,0,NL,1,AS60068,1,1,False,False,False,1.05349257,singleton
E00778,1,1,0,714,0,none,0,IN,1,AS24560,1,1,False,False,False,0.77866062,singleton
E00779,1,1,0,716,0,none,0,US,1,AS7922,1,1,False,False,False,0.64976526,singleton
E00780,1,1,0,721,0,none,0,IN,1,AS9829,1,1,False,False,False,0.10168392,singleton
E00781,1,1,0,722,0,none,0,NL,1,AS60068,1,1,False,False,False,0.12210447,singleton
E00782,1,1,0,724,0,none,0,RO,1,AS9009,1,1,False,False,False,0.58288655,singleton
E00783,1,1,0,726,0,none,0,FR,1,AS16276,1,1,False,False,False,0.58670288,singleton
E00784,1,1,0,729,0,none,0,NL,1,AS60068,1,1,False,False,False,0.17762594,singleton
E00785,1,1,0,732,0,none,0,DE,1,AS3320,1,1,False,False,False,0.51202331,singleton
E00786,1,1,0,736,0,none,0,DE,1,AS3320,1,1,False,False,False,0.8380564,singleton
E00787,1,1,0,737,0,none,0,IN,1,AS24560,1,1,False,False,False,0.39650419,singleton
E00788,1,1,0,744,0,none,0,US,1,AS14061,1,1,False,False,False,0.89229834,singleton
E00789,1,1,0,747,0,none,0,NL,1,AS60068,1,1,False,False,False,0.32621361,singleton
E00790,1,1,0,749,0,none,0,US,1,AS16509,1,1,False,False,False,0.1353689,singleton
E00791,1,1,0,757,0,none,0,NL,1,AS60068,1,1,False,False,False,0.87832011,singleton
E00792,1,1,0,759,0,none,0,JP,1,AS4713,1,1,False,False,False,0.78649187,singleton
E00793,1,1,0,764,0,none,0,DE,1,AS3320,1,1,False,False,False,2.66096765,singleton
E00794,1,1,0,766,0,none,0,IN,1,AS9829,1,1,False,False,False,0.73595878,singleton
E00795,1,1,0,768,0,none,0,US,1,AS14061,1,1,False,False,False,0.44958373,singleton
E00796,1,1,0,774,0,none,0,FR,1,AS16276,1,1,False,False,False,1.29582791,singleton
E00797,1,1,0,787,0,none,0,NL,1,AS60068,1,1,False,False,False,0.6154059,singleton
E00798,1,1,0,788,0,none,0,RO,1,AS9009,1,1,False,False,False,0.87425544,singleton
E00799,1,1,0,794,0,none,0,US,1,AS16509,1,1,False,False,False,0.10938274,singleton
E00800,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00801,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00802,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00803,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00804,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00805,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00806,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00807,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00808,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00809,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00810,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00811,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00812,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00813,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00814,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00815,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00816,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00817,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00818,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00819,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00820,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00821,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00822,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00823,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00824,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00825,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00826,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00827,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00828,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00829,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00830,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00831,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00832,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00833,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00834,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00835,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00836,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00837,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00838,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00839,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00840,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00841,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00842,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00843,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00844,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00845,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00846,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00847,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00848,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00849,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00850,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00851,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00852,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00853,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00854,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00855,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00856,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00857,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00858,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00859,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00860,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00861,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00862,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00863,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00864,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00865,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00866,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00867,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00868,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00869,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00870,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00871,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00872,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00873,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00874,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00875,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00876,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00877,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00878,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00879,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00880,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00881,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00882,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00883,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00884,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00885,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00886,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00887,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00888,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00889,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00890,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00891,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00892,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00893,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00894,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00895,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00896,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00897,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00898,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00899,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00900,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00901,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00902,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00903,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00904,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00905,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00906,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00907,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00908,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
E00909,1,0,1,,0,none,0,,0,,0,0,False,False,False,0.0,singleton
