txid,n_inputs,n_outputs,n_unique_input_addresses,n_unique_output_addresses,total_input_btc,total_output_btc,input_output_ratio,fan_in_5plus,fee
a96d3178811d4564881dd549c3edcc17,3,1,3,1,0.07608504,0.07578946,1.0039000145930583,0,0.00029558
d771cd76aedb42238bb4a7e25485520f,1,2,1,2,0.04108236,0.04100532,1.0018787806070042,0,7.703e-05
b24d4b794a3b4f38a295b9e538f034d7,1,2,1,2,0.10466579,0.10435992,1.002930914473679,0,0.00030588
2cb1fc702a094ee4a552ec6c20dcfa2d,1,1,1,1,0.0395729,0.03946553,1.0027206020038246,0,0.00010737
d30bec96442d49a68148c2fef44eda28,1,2,1,2,0.05635312,0.05624494,1.0019233730180883,0,0.00010819
d17bbc250a0b42a49d1b26878d19e8e5,1,1,1,1,0.1665096,0.16585958,1.0039190983119577,0,0.00065002
b884a77ffc6d4ce2bed9e71adb72e270,1,1,1,1,0.0535541,0.05349054,1.0011882474919864,0,6.356e-05
ed8b8c2985a1404b81946a98ed23cf08,1,2,1,2,0.0317695,0.03166742,1.003223502261946,0,0.00010209
08e1a26ee2a34de48de58f3767ad3af7,2,1,2,1,0.11479862,0.11459131,1.0018091249676786,0,0.0002073
40c51cef8c9a4b31b6585319536061cc,1,1,1,1,0.46303172,0.46170433,1.002874978452119,0,0.00132739
b268fa7468da46cba8e15f37d7499f97,1,2,1,2,0.27824984,0.27772826,1.0018780227838535,0,0.00052159
a088fbdceee644f79a1fe4a4f39125ce,1,2,1,2,0.0303805,0.0303083,1.0023821857379003,0,7.22e-05
70a032ceac484c7f98a2bce52b90e882,1,1,1,1,0.02938846,0.02935409,1.0011708760176181,0,3.437e-05
4339e52e2a4b45ffa9e070a5fbec4e56,2,1,2,1,0.09810672,0.09783931,1.002733155006919,0,0.0002674
5e2935f498764f42bd87db4654cf7cbd,1,1,1,1,0.07240235,0.07234502,1.0007924526111127,0,5.733e-05
9ac19471cb0a465fbc9f33e00b2a488b,1,1,1,1,0.01394065,0.0138763,1.0046374033423897,0,6.435e-05
d11ac052b17a4f00a33e4588957858b0,1,1,1,1,0.33955408,0.33818915,1.0040359958325096,0,0.00136493
d3f5673c69bc4278baa87bcaae55bf75,1,1,1,1,0.04975655,0.04959107,1.0033368910975302,0,0.00016548
4ac7643bced34e22a8ba53a8bcc60adc,3,2,3,2,0.02513592,0.02511,1.0010322580645161,0,2.593e-05
7ef7763792e243168e89ea96b22d030b,1,1,1,1,0.01189591,0.0118726,1.0019633441706113,0,2.331e-05
2ae4df37cd164d4f83cea068d5357b25,1,2,1,2,0.01357972,0.01356026,1.0014350757286365,0,1.945e-05
ff63e1f5a7c247e990516b4da9bb1cf0,1,1,1,1,0.01869539,0.01861169,1.0044971735506016,0,8.37e-05
f2f850708fc746feb4ec0a9c75d92c18,1,2,1,2,0.1285506,0.12832666,1.0017450777570303,0,0.00022395
37263b94162a413a9aad2d8407b4af5d,1,1,1,1,0.0253749,0.02527177,1.0040808380259871,0,0.00010313
0905afd18af64ef4a79a9550ca3d67cc,1,2,1,2,0.15371895,0.15362446,1.0006150713239286,0,9.448e-05
739e223be942403f82099fcabff31fdf,1,2,1,2,0.01211725,0.01209858,1.0015431563042936,0,1.867e-05
f48fd4aab0444ba7acfd0132a0e0766e,1,2,1,2,0.09949472,0.09940574,1.000895119336167,0,8.899e-05
4f149fa221eb49e48a44ab5d56c45d95,1,3,1,3,0.21491466,0.2146671,1.0011532274857209,0,0.00024756
a9ce4c29b9f64f53960be4e607414634,1,1,1,1,0.0548849,0.05478187,1.0018807317092315,0,0.00010303
ed1583a732ee47828d3598e5b809e0f5,2,2,2,2,0.0489375,0.04888794,1.001013746948634,0,4.957e-05
ca48505e26154f2eb2230089dd0b2837,1,1,1,1,0.01542994,0.01539508,1.0022643597824759,0,3.486e-05
b347797513764230a69d937969cb14d4,1,2,1,2,0.24953228,0.24920754,1.0013030905886715,0,0.00032475
50e602123eb94cc991730e34f3153878,1,1,1,1,0.02825683,0.02820226,1.0019349513124125,0,5.457e-05
b739ba9a1800436a8b876d15d06eaa6e,1,2,1,2,0.05054021,0.05037272,1.0033250140155228,0,0.00016748
e1dc89410079400d81ecc4a9a9721fce,1,1,1,1,0.02738303,0.02734228,1.001490365836353,0,4.075e-05
60901a7f0e754e458c25e1c71b387240,1,2,1,2,0.00988603,0.0098422,1.0044532726422954,0,4.384e-05
368b00f6f2ac42b2a8df66b91370f0e1,1,2,1,2,0.01395445,0.01392482,1.0021278551536035,0,2.964e-05
16bea8597f994c53a5adb4c6fab3d4f0,2,1,2,1,0.0361586,0.03608637,1.002001586748681,0,7.223e-05
297fc1763cb142b3ba0c76cd01a2b05a,1,1,1,1,0.32235682,0.32124724,1.0034539751999114,0,0.00110958
a4a1dfae311945928ed07d8d5b17c0ab,1,1,1,1,0.06824474,0.06796325,1.0041417972212923,0,0.00028149
9a163c2173a1449d9ccbce495b107ff6,1,2,1,2,0.01964299,0.01956842,1.0038107317811045,0,7.457e-05
57a62ab5f49d4a4a98df4c72cb915aeb,1,3,1,3,0.06652179,0.06628533,1.0035673051639027,0,0.00023647
0863f2a4f86f42769e344e9e1dedb046,1,2,1,2,0.07292408,0.07275826,1.0022790539520874,0,0.00016583
b17e5036e01a4506938a168a1e4bc93a,1,1,1,1,0.14441573,0.14409332,1.0022375083036466,0,0.00032241
c4abc4ec83054301818aa0e70e1e032a,1,1,1,1,0.14677154,0.14634998,1.0028804923649461,0,0.00042156
1aedb7497e834645a0c80a84353932d3,1,1,1,1,0.12288007,0.12253791,1.002792278732353,0,0.00034216
c43ea35ab157479cb3ebac0d9787a78a,3,2,3,2,0.03821454,0.03814066,1.0019370404182832,0,7.388e-05
e15adc87ba5146bd9109746dcd2feeac,1,1,1,1,0.06089656,0.06073957,1.0025846412807993,0,0.00015699
502df93b755c4305911a5a7839d67de9,1,2,1,2,0.03826536,0.03815672,1.0028472048960184,0,0.00010863
a8b9fe1bb95d451983506eba9375c6be,1,1,1,1,0.02124619,0.02120679,1.001857895513654,0,3.94e-05
0d04290fba294fa8b2963b652b7cb026,1,2,1,2,0.0569872,0.05688884,1.0017289858608471,0,9.836e-05
875dbb5fef914ff4a0df028bf79acad9,2,2,2,2,0.14920128,0.14871246,1.0032870144169492,0,0.00048882
8dc8fe0193254abbb80f45fc6c0855f4,1,3,1,3,0.0291897,0.029070870000000002,1.0040875969656222,0,0.00011883
1b3aea233b884ed088d91de3656b58c0,1,3,1,3,0.0176178,0.01759098,1.0015246450169348,0,2.682e-05
a13d07812bfe4e33947042b7eeec056c,1,2,1,2,0.02149748,0.02141642,1.0037849463168915,0,8.105e-05
5e1a74b152b84e49901b634eee903a70,1,1,1,1,0.02341086,0.02337273,1.0016313883744004,0,3.813e-05
42e662e327184e89bccf3a40fcd98302,1,1,1,1,0.07739639,0.07728371,1.0014580045393782,0,0.00011268
1ff3dabfccae4cad9a0072bd28bcbec5,1,1,1,1,0.01428019,0.01425535,1.0017425036915966,0,2.484e-05
16fd80ca773046dea1aaec64deb87075,1,1,1,1,0.01766431,0.01763563,1.001626253215791,0,2.868e-05
f0a765af57464b4e9a169c22ec6e25ac,1,1,1,1,0.01009911,0.01005936,1.003951543636971,0,3.975e-05
b8776688adca4d84b7ef525beef12512,1,1,1,1,0.0530448,0.05287716,1.0031703669410386,0,0.00016764
c23cad0a49904fb1a3ed8f77aadcaabb,1,1,1,1,0.04087329,0.04073369,1.0034271385676081,0,0.0001396
257b4f3ee77b4bdcac65a9bb5c245c54,1,1,1,1,0.06665345,0.06641888,1.0035316765353466,0,0.00023457
22251557512942e08706f53cb0b22f26,1,1,1,1,0.23604548,0.23563089,1.0017594891739363,0,0.00041459
ffd3759307284374bebed21c993e8af8,1,1,1,1,0.02095043,0.0209137,1.0017562650320124,0,3.673e-05
975f3438f8a64f1db2749bc3709a580d,1,2,1,2,0.02273599,0.0226858,1.0022123971823784,0,5.02e-05
2697e8a346ad475ba85fae2f49db5359,1,2,1,2,0.03730668,0.0371586,1.0039850801698664,0,0.00014807
46dde38c057346a8aea47be48712a4b1,1,2,1,2,0.18178066,0.18154538,1.0012959845081157,0,0.00023528
a7e1f9bcda6643fbb96aa07152dcfc46,1,1,1,1,0.01462299,0.01458389,1.0026810405179962,0,3.91e-05
deac773c727b4f64ad24ad1d8faab38e,1,2,1,2,0.06785406,0.06764976,1.0030199663679515,0,0.0002043
95d7d779e3be49f3b0e5feb4a0306c50,1,2,1,2,0.01456794,0.0145415,1.0018182443351786,0,2.644e-05
d7ebcb022b354d7abcb0b256a6a14742,1,1,1,1,0.01889939,0.01882661,1.0038658048368772,0,7.278e-05
0dd185037abd42aebfd49eb6052d5ae6,1,1,1,1,0.0265333,0.02642994,1.003910716407226,0,0.00010336
891fbf66208b4ba7aa06dcee899d3a1e,1,2,1,2,0.06011636,0.05995538,1.0026849967425775,0,0.00016098
bc47451fa5794ce2a8b5b0608679caac,1,2,1,2,0.03772491,0.03764028,1.002248389225585,0,8.464e-05
50a1f81f1f4d4fd7898c922dfc8d604c,1,1,1,1,0.04010313,0.03998835,1.0028703359853557,0,0.00011478
3cfdca48913a4f499171985502c6db97,1,2,1,2,0.0425334,0.04239614,1.0032375588909745,0,0.00013726
bdaf4b0478244e2989133f2ea2b3bf06,1,1,1,1,0.11134844,0.11090055,1.0040386634692073,0,0.00044789
1d8123c76ac346da95dbfa411307a64e,1,2,1,2,0.01614655,0.01607928,1.0041836450388324,0,6.726e-05
5b07fde47785405fa3f3a4dedd28f63c,1,1,1,1,0.09075334,0.09063519,1.001303577561872,0,0.00011815
d8c2cf663e984b39908f749a89b29e2e,1,1,1,1,0.16143768,0.16085414,1.003627758663843,0,0.00058354
8e6fc31a7b0f4910b0f018813b952635,1,2,1,2,0.00649942,0.0064834,1.0024709257488353,0,1.601e-05
4938e14fd2d9448c97af8bc00482fd70,2,2,2,2,0.01896048,0.018882,1.0041563393708293,0,7.849e-05
6b1ec7118a99465da5f9261c2fedcdba,1,1,1,1,0.0620915,0.06188381,1.0033561282021906,0,0.00020769
20ae9ba5e4ca4e51b2fdf5e799fbaa2f,1,1,1,1,0.0380372,0.03796067,1.0020160339635733,0,7.653e-05
b7e18f30fd204d1e8dbcce95869d3730,1,2,1,2,0.01491075,0.0148622,1.0032666765351024,0,4.855e-05
a3e07dc4a6e24e849b4af9deeb0e4fbe,1,1,1,1,0.00853202,0.00851033,1.0025486673254738,0,2.169e-05
e154f54230ef4a77a7eaa9005205dc69,1,1,1,1,0.04216023,0.04203576,1.0029610503057398,0,0.00012447
485feeb9721f4aafb25c3c8f42ec02a2,1,2,1,2,0.14022163,0.13980338,1.0029917016312482,0,0.00041825
dc59a6408c124617992b7f4e82150aa2,1,1,1,1,0.02175114,0.02169537,1.0025705945554282,0,5.577e-05
e3a90c4e044842e8bdf5f92e7777c215,1,2,1,2,0.17889348,0.1784125,1.0026958873397323,0,0.00048098
9f2fa110733b496b8beb8ae27ab63992,1,1,1,1,0.02162557,0.02157919,1.0021492929067308,0,4.638e-05
257b215cc1e04480850ecb595d12ab91,1,2,1,2,0.28323627,0.28306246,1.0006140340898613,0,0.00017381
36a3e35422274e64964f1e49ea89efaa,1,3,1,3,0.16557006,0.16499232,1.0035016175298341,0,0.00057774
1e2340fd62f44b8e9807e5510201de53,1,3,1,3,0.02396775,0.02389413,1.0030810914647237,0,7.362e-05
ada70299f5f34bd597525a1403298f4e,1,2,1,2,0.06630753,0.06621444,1.0014058866917852,0,9.31e-05
0bd5fb27fbdf4796ae0f795062b436ff,1,2,1,2,0.20227259,0.20196546,1.0015207055701505,0,0.00030714
3d718c82e8db4df69cf8e9910d1ebb4f,1,1,1,1,0.08134365,0.08103397,1.0038216071605526,0,0.00030968
478683691c0e42b69b94c7da7f1031c8,1,1,1,1,0.01393446,0.01390739,1.0019464471766448,0,2.707e-05
d84478dc8a564ac09e07f07ebf8878e3,3,1,3,1,0.07331754,0.07320236,1.0015734465391555,0,0.00011519
c08c0b95c7354556a4909988a3fbbfed,1,2,1,2,0.03495516,0.03484094,1.0032783271633887,0,0.00011422
0dd62aa3c27d45549b20b5a9c06f61d8,1,1,1,1,0.02342421,0.02335254,1.0030690451659647,0,7.167e-05
4bcfacf8a4ca41279564df452e0f7d73,1,1,1,1,0.11366775,0.1133855,1.0024892953684554,0,0.00028225
2dd8c92f93c548aa98d9b18d24235c5c,1,1,1,1,0.20382132,0.20348138,1.0016706196901162,0,0.00033994
a3c4a415a0984288a48824f60aa0f848,1,1,1,1,0.02150339,0.02146679,1.0017049591485268,0,3.66e-05
d392e781f42841758c22f9dd669957f0,1,1,1,1,0.09889389,0.09869497,1.0020155029177271,0,0.00019892
3b437a17c8d54148a12fd4def09a2430,1,2,1,2,0.06058325,0.06043978,1.0023737677403854,0,0.00014346
dbc161eebd9f4805b004232ae5e1b94e,1,2,1,2,0.13489069,0.13463894,1.0018698156714543,0,0.00025175
b7bb76ff658e4c2eb07ca28e7f1b252b,1,2,1,2,0.02251761,0.02249402,1.0010487231717586,0,2.359e-05
7b1b0953c87a4fe8876303cb5362d915,1,1,1,1,0.01936115,0.01931332,1.0024765291519016,0,4.783e-05
ea689d1dbd99478c90cde29b5c0bd010,1,2,1,2,0.01049744,0.01044642,1.0048839698193257,0,5.101e-05
95569816eda1407f830c621aac735f3e,1,2,1,2,0.0077397,0.00770088,1.0050409823292923,0,3.882e-05
4a7b6477901b415983e33c08911ee02e,1,1,1,1,0.06222605,0.06216382,1.00100106460639,0,6.223e-05
98b4267cfca1417384445bd88d92e531,1,1,1,1,0.02592782,0.0258786,1.001901957602034,0,4.922e-05
23ffae19787c440ca22d7a9448b04acb,1,1,1,1,0.11463149,0.11417143,1.0040295545041347,0,0.00046006
ee78002bdaf14dc5b123353d3f724af8,2,1,2,1,0.17014326,0.16979917,1.0020264527794807,0,0.0003441
61983f0c3ad64b769bb8e0d0ff7826e0,2,2,2,2,0.18351892,0.18334932,1.0009250102481972,0,0.00016961
d768f52f326c4f878e4af546bb7cc9ef,1,2,1,2,0.1372989,0.13711208,1.0013625349422166,0,0.00018682
c9a66d598cc7481a9df170e2b25d9aa1,1,2,1,2,0.07398478,0.07389714,1.0011859728265533,0,8.764e-05
481701c11caa49f2908000ad7d43f6f1,1,2,1,2,0.02335041,0.02326638,1.0036116490833553,0,8.403e-05
3e6623db33e542788e9d0610b0da16b8,1,1,1,1,0.05339566,0.05325054,1.0027252305798213,0,0.00014512
0bd8416218ba415aaab9e9437cb167be,1,2,1,2,0.12781834,0.12746758,1.0027517585255796,0,0.00035077
79d9a07f111e469c8b37bdf128ea9580,2,2,2,2,0.01854526,0.01848708,1.0031470627054138,0,5.819e-05
eb42fe2f5cef48f5824af5a071f78566,1,2,1,2,0.01195615,0.0119332,1.0019232058458754,0,2.294e-05
c851671daa4d43b09c63e8450e40e368,1,2,1,2,0.02204542,0.02202264,1.0010343900640433,0,2.278e-05
7ef3fd001f414bccb876f89208d6c3c2,1,1,1,1,0.18008259,0.17944661,1.0035441182198983,0,0.00063598
2ba4ff47d6ee4f19b63efaaf8b77098b,3,2,3,2,0.04465071,0.04459102,1.001338610330062,0,5.971e-05
a7516c818d334124b326ec1e92925a18,1,2,1,2,0.02497651,0.02493592,1.0016277723059748,0,4.058e-05
82aa6b780cfd42ca9b0a75c88cdb27e5,1,2,1,2,0.00953565,0.00950076,1.0036723377919239,0,3.49e-05
392ca5581cf8427db0a7eaf87c32a724,1,1,1,1,0.02095708,0.02088956,1.0032322365813353,0,6.752e-05
ba145f0bbeb84d099e2195cac760b5de,1,1,1,1,0.11537823,0.11521166,1.0014457738044917,0,0.00016657
a9dd6790a33f47c78c2b9ca9068bf0ed,1,2,1,2,0.31421126,0.31329412,1.0029274089153029,0,0.00091715
9feee22f85d14f0a8a30c3e6b60a332d,1,2,1,2,0.05290886,0.05285938,1.0009360684896418,0,4.948e-05
d2dacf01834f41a3af423c3ab5118292,1,2,1,2,0.3114639,0.31116628,1.0009564661055177,0,0.00029762
7dd3ac20a84f4d6886cb111d2a40cf40,1,2,1,2,0.11303184,0.1127751,1.002276566369704,0,0.00025673
32d1b3ca0f544ed1aea38525d9a5aac8,1,2,1,2,0.07766403,0.07740622,1.0033306108992275,0,0.0002578
d0071965242f49889eebcf7e969df57a,1,1,1,1,0.00959139,0.00955479,1.0038305394467069,0,3.66e-05
98ad37ae3b1a4c2e8c065001776ac562,2,1,2,1,0.0234988,0.02341471,1.0035913321155805,0,8.409e-05
4f5af47e32f64ea6916e70e945fd997e,1,1,1,1,0.05446584,0.0543499,1.002133214596531,0,0.00011594
5414616110e64fdc999e62b996cfd863,1,3,1,3,0.08032289,0.08021367,1.0013616133010743,0,0.00010922
75dfaea7a7034e69a9abade5eadb4668,1,1,1,1,0.05729269,0.05710315,1.0033192564683384,0,0.00018954
204a3403d0a5451e862138aca07ac55c,1,3,1,3,0.38273454,0.3819375,1.0020868335787925,0,0.00079704
8eef73add3f84f2fa291c8f99cf069b4,2,2,2,2,0.019427,0.01935552,1.0036930033396156,0,7.148e-05
d6f9151080f04fa0b0d9a01b4892ce07,1,2,1,2,0.01468912,0.0146428,1.003163329417871,0,4.632e-05
bfbd3e596655446b92417bf6974c58cf,1,3,1,3,0.13334772,0.13300611,1.0025683782496908,0,0.0003416
54e9191a5ec744f6ae86c66f2ea4b24e,1,2,1,2,0.02466584,0.0245793,1.003520848844353,0,8.654e-05
cd065943f4d54cf59cf781a4bbde7b40,1,2,1,2,0.07041891,0.07031028,1.0015450087810773,0,0.00010863
cedb804e23364b8288040b540c666606,1,1,1,1,0.01899552,0.01893718,1.0030807121229242,0,5.834e-05
1b15a98d82564b6abcf5c316f5a0f069,1,1,1,1,0.26751176,0.26655321,1.0035960925025063,0,0.00095855
e9f3feab93084ffe970bb731d8fe9816,1,2,1,2,0.027959,0.02783986,1.0042794755433397,0,0.00011914
5381ade4b6d3425d94b3b578f5c31608,2,2,2,2,0.01419562,0.01415252,1.0030453940358326,0,4.31e-05
997555d8276e450eac0d8611e92b80a0,1,1,1,1,0.05610318,0.05603069,1.0012937552616255,0,7.249e-05
926210fd353d4175ba5fb33249c4f2b9,1,2,1,2,0.07567628,0.07553776,1.0018337848514438,0,0.00013852
c07d645aba1f4e39b9a9f36936b5818b,1,1,1,1,0.11631106,0.1159783,1.0028691574199655,0,0.00033276
90d7a8672d73419a98af8c8be1eb3829,1,2,1,2,0.04044689,0.04028838,1.003934385050975,0,0.00015852
ed85cf8714bb4a59a76fb7e5257b9f13,1,1,1,1,0.0094326,0.0094112,1.002273886433186,0,2.14e-05
441694eab7804f4c921a89456881757c,1,1,1,1,0.02593329,0.02582391,1.0042356095571896,0,0.00010938
46e17aca73ba434499ff3a69fc1e794f,1,2,1,2,0.05749061,0.0572566,1.004087039747383,0,0.00023401
84fba54895404203b46acef1214c8b59,1,2,1,2,0.08350975,0.08338316,1.0015181722544455,0,0.0001266
af754875d343462299f9c4d7f0225f4d,1,2,1,2,0.01513339,0.01510372,1.0019644167132336,0,2.966e-05
eef369bae9144be0b948f87bad7f7476,1,2,1,2,0.02180645,0.02176526,1.001892465332369,0,4.119e-05
e6f2edb1ce864ca0856d2ff48d856b15,1,1,1,1,0.02385879,0.02376119,1.0041075383850724,0,9.76e-05
57ed65cb1d3645f1b9c7cfddb64b8267,1,1,1,1,0.07110685,0.07100466,1.0014392013143927,0,0.00010219
1c11a4a721ea43b2887c0dc965335ecc,2,1,2,1,0.10846624,0.1083647,1.0009370210040724,0,0.00010154
c70fff2abc0c43a49566b7774a7222e4,1,1,1,1,0.09425114,0.09415561,1.0010145970059563,0,9.553e-05
7109ba7c64914e1198141448ad637865,1,2,1,2,0.01186504,0.01182426,1.0034488416188414,0,4.078e-05
773fb5ce93b84f31a56b5463d67af091,1,1,1,1,0.07647049,0.07622955,1.003160716546274,0,0.00024094
c2f82a9e9e7045e58246429c8d93ba3b,1,3,1,3,0.05751983,0.05728131,1.0041640109138565,0,0.00023852
a105ed2d22224984b0ba07e6e6d80372,1,1,1,1,0.03269894,0.03263498,1.0019598602481141,0,6.396e-05
859d5f702d0f4af7b1da31e87e47ea75,2,2,2,2,0.01090666,0.01088112,1.0023471848486185,0,2.554e-05
65cca66993e0491a99aa657f029097da,1,1,1,1,0.11399551,0.11367878,1.0027861840178087,0,0.00031673
95194884877e4bcf8965f0ab0005e209,3,2,3,2,0.08669709,0.08664174,1.0006388375856718,0,5.533e-05
a2a2497bea6d441b975d0ea73be02b3e,1,1,1,1,0.08036248,0.08012301,1.0029887793781087,0,0.00023947
a44e24053cb24951824929b1170678ea,1,1,1,1,0.08777853,0.08766516,1.0012932161419654,0,0.00011337
94ef9a88fcc94249afadc572f4b97f80,1,2,1,2,0.01432967,0.01428734,1.002962762837589,0,4.233e-05
4b4f668a22894b99a095374e562e643c,25,1,25,1,6.42884975,6.41200148,1.0026276148021103,1,0.01704339
cc765c36aaef428894fd573c69281eaf,1,1,1,1,0.25715399,0.25638972,1.0029808917455818,0,0.00076427
5040828c3fd84086803283f1903d4cc4,1,1,1,1,0.18467448,0.18397261,1.0038150787772158,0,0.00070187
07ee7111f6234d3887095dc8cbee7198,1,1,1,1,0.25715399,0.2562767,1.0034232140495019,0,0.00087729
b6001b6431d4420596235431b947445c,1,1,1,1,0.25715399,0.25623791,1.003575115017134,0,0.00091608
c69c2c9f26bb4af9b0f9082453fc8ad7,1,1,1,1,0.25715399,0.25649591,1.002565654945531,0,0.00065808
bdfd747590f4436ba25c2f26e743d081,1,1,1,1,0.25715399,0.256563,1.0023034888117148,0,0.00059099
aa793f5c3afd44c1a45aabfc6f67d1d3,1,1,1,1,0.25715399,0.25699529,1.000617521044841,0,0.0001587
483d456aee6944c88efddd638b43be8b,1,1,1,1,0.25715399,0.256837,1.0012342069094406,0,0.00031699
53ff8de880b94ca5bdfbc021b407e1a1,1,1,1,1,0.25715399,0.25644886,1.00274959303777,0,0.00070513
add23367a78343abbf81717e3c658986,1,1,1,1,0.25715399,0.25665154,1.0019577127805273,0,0.00050245
4404253b34b948c9b556863ebf100736,1,1,1,1,0.25715399,0.25652447,1.002454034891876,0,0.00062952
eb9db61ca0b547f69e1b084d8fb128d9,1,1,1,1,0.25715399,0.25629665,1.0033451081003204,0,0.00085734
66f3edc7710b4ef89a91b9be1dc7947a,1,2,1,2,0.04795266,0.04789244,1.0012574009593163,0,6.022e-05
0c6efb242a7f45e8bd86e4ac8bdc4128,1,1,1,1,0.25715399,0.25686278,1.0011337181665634,0,0.00029121
b8ee07d8fbfd46cf9f7bd61f806b2810,1,1,1,1,0.25715399,0.25641746,1.0028723863031792,0,0.00073653
4c6a68b56c01415a911a3178180cba5f,1,1,1,1,0.11986638,0.11951847,1.002910930837719,0,0.00034791
de8532d39d9d4596b17a77ad1818a665,1,1,1,1,0.25715399,0.25696639,1.000730056564985,0,0.0001876
751dc0288e544468ac717cbb4e38ca0b,1,1,1,1,0.25715399,0.25638283,1.0030078457282026,0,0.00077116
b9445a236bb5462c9c638d8bde186342,1,1,1,1,0.25715399,0.25612812,1.0040053001599356,0,0.00102587
29edb622ea074de888234c53107c1bcf,1,1,1,1,0.25715399,0.25636825,1.0030648881052937,0,0.00078574
3f3d1630684c4ee9963b7098299b9b88,1,1,1,1,0.25715399,0.25625685,1.003500940560223,0,0.00089714
27f590f6e9fd4d92a853092b16383579,1,1,1,1,0.25715399,0.25621109,1.0036801685672545,0,0.0009429
d9b265de435e4ea5b8c915b93b727ed0,2,1,2,1,0.074061,0.07385969,1.0027255733134,0,0.00020132
2fee04acc02d4b0b81330dcf2ed3a3ba,1,1,1,1,0.25715399,0.25617317,1.0038287381929965,0,0.00098082
bd2bb5696a5746ba96e25d57d06f7cf7,1,1,1,1,0.25715399,0.2567557,1.001551241121424,0,0.00039829
cde0754e883845e08d89b50325a9f546,1,1,1,1,0.25715399,0.25694431,1.0008160523188858,0,0.00020968
5d3f4c61c357485c9685d1d72e1ce841,1,1,1,1,0.25715399,0.25693799,1.000840669766273,0,0.000216
fb9d35e17f13447a8c69a9fae96758a1,1,1,1,1,0.25715399,0.25690812,1.0009570347562389,0,0.00024587
561fc2c5ea894dfeaa830ddbb5aab59c,1,1,1,1,0.25715399,0.25614753,1.0039292200084848,0,0.00100646
08b9058057c94396bd8e8ccb22fb46f2,1,2,1,2,0.0363135,0.03622536,1.002433102114099,0,8.814e-05
893b8a3dfda14f53aef876dd0842e28f,1,1,1,1,0.05946416,0.05925184,1.0035833486352492,0,0.00021232
311967a1e3784eaea58eaed976189b28,2,2,2,2,0.21302168,0.21233652,1.003226764760014,0,0.00068516
49206d93343247e2923e7b6c95bc3ab7,1,1,1,1,0.19539135,0.19461689,1.0039794079537496,0,0.00077446
aa49b2e5754a48d4b2ec5d041634c969,3,2,3,2,0.03474579,0.03469382,1.0014979613083828,0,5.196e-05
60f4a25a6dab4162842f026eeba4193b,1,1,1,1,0.00990206,0.0098597,1.0042962767629846,0,4.236e-05
62bf6ab728a7443dba8521507426ecf0,1,1,1,1,0.34533669,0.34419013,1.003331182099847,0,0.00114656
00e9466d862549cb9cdfabdc14391c50,2,1,2,1,0.12746296,0.12734156,1.0009533415485092,0,0.00012139
f0189dd95b034011882ac702487f5cbd,1,2,1,2,0.03051286,0.03042428,1.0029114904280396,0,8.858e-05
ef9059cb8c034586b7b76b4af27d8689,2,1,2,1,0.02540738,0.02536245,1.0017715165530143,0,4.492e-05
4982ea2eccde46f783239ab284a60eab,1,2,1,2,0.02436489,0.02433406,1.0012669484664705,0,3.083e-05
7190e246dff4437793d66888edd5e0aa,2,1,2,1,0.10300522,0.10261073,1.0038445297095147,0,0.00039448
71d72bc06a9a41f29f17765d78c5c449,1,1,1,1,0.05105985,0.05096632,1.001835133476382,0,9.353e-05
bbf218b638bf4d23b9b431aa4a2cab7b,1,2,1,2,0.02381669,0.02372194,1.0039941927177962,0,9.476e-05
b095f69b945b480b91b3eb981a7e9e0a,2,1,2,1,0.0158707,0.01582843,1.002670511225687,0,4.228e-05
9a358a76cfc849ecaa95cf23fa020dd8,1,1,1,1,0.03633987,0.0362409,1.0027308924447242,0,9.897e-05
72c49cc4cccf436693cdab2c610e2967,1,1,1,1,0.12134664,0.12094805,1.0032955471378,0,0.00039859
696f4993255d4b6aa44099904e973f51,2,1,2,1,0.04975566,0.04955408,1.0040678789718223,0,0.00020157
69402ce73b3d4b01b77f8c9372dee7b3,1,1,1,1,0.08671682,0.08660757,1.0012614370776134,0,0.00010925
24168a94e9d4400fa3f39f96b8abba1b,1,2,1,2,0.02734065,0.02729794,1.0015645869248742,0,4.271e-05
ba7bf9568d094445af14abb902301b40,3,1,3,1,0.04489299,0.0448385,1.0012152502871416,0,5.449e-05
8c0ca3d725794dba9a83a785d6fee167,1,1,1,1,0.06430259,0.06408082,1.0034607859262725,0,0.00022177
e66a10120cb14fd1a894e0e5e8284578,1,2,1,2,0.01524595,0.0151796,1.0043709979182587,0,6.634e-05
5a38afef03ec41ef8d9fba7a357f82eb,1,2,1,2,0.01872902,0.01864674,1.004412567558726,0,8.228e-05
fba4e89633cf421fb4b055c6bcdc0d92,2,2,2,2,0.03197534,0.03187836,1.0030421891213976,0,9.698e-05
1f737a4943d74b87871a65bce96de75a,1,1,1,1,0.0401855,0.04013961,1.0011432597377006,0,4.589e-05
92cdcf277ecc4fe2b10321e2d4c1766e,1,2,1,2,0.00589195,0.00586716,1.0042252128798261,0,2.478e-05
597c32e625384b6290b4b382d2cdfb83,1,1,1,1,0.03743592,0.03739763,1.0010238616725176,0,3.829e-05
7a23d58b5685407487805ef3b19a5ce2,1,2,1,2,0.04604587,0.04594012,1.0023019095291872,0,0.00010575
